url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category
itworks.com,122401,122401,4,0.71,6.5,Shopping
proclipusa.com,124668,124668,4.5,0.47,3.8,Shopping
seafolly.com,127845,127845,4.4,0.43,3.6,Shopping
shopzerouv.com,128015,128015,5.1,0.31,2.2,Shopping
sims4nexus.com,132774,132774,4.7,0.33,2.5,Shopping
behranoil.com,134283,134283,4,0.45,4.1,Shopping
1861.ca,138945,138945,3.5,0.55,5.7,Shopping
color-it.ua,139355,139355,3.1,0.89,11,Shopping
socksworks.com,140542,140542,4,0.36,3.3,Shopping
neginkhodro.com,140892,140892,4.2,0.32,2.8,Shopping
homify.co.th,141155,141155,4.5,0.28,2.3,Shopping
parfemy-elnino.cz,141416,141416,3.7,0.45,4.5,Shopping
transportjp.com,142212,142212,3.6,0.46,4.7,Shopping
darkknightarmoury.com,146933,146933,3.7,0.36,3.5,Shopping
taiwantrade.com.tw,148381,148381,3.5,0.41,4.3,Shopping
scheideanstalt.de,151767,151767,4.1,0.26,2.3,Shopping
elixinol.com,152887,152887,4,0.27,2.5,Shopping
orbis.com.tw,153564,153564,3.2,0.45,5.1,Shopping
allposters.it,154346,154346,2.9,0.62,8,Shopping
gosthelp.ru,155269,155269,5.2,0.15,1.1,Shopping
nnmodelblog.com,155502,155502,2.8,0.61,7.9,Shopping
solidrop.net,159559,159559,4.8,0.16,1.2,Shopping
alienware.tmall.com,161537,161537,4,0.21,1.9,Shopping
vnoutbuke.ru,162459,162459,3.8,0.23,2.2,Shopping
zalando-lounge.at,169508,169508,3.3,0.26,2.9,Shopping
precio-dolar.com.ar,169909,169909,4.7,0.14,1.1,Shopping
bauschrewards.com,171650,171650,2.4,0.61,9.2,Shopping
amzoneclub.com,172196,172196,3.4,0.23,2.5,Shopping
babelfish.com,173398,173398,3.8,0.18,1.7,Shopping
919.cc,173553,173553,4.2,0.15,1.3,Shopping
topsmarkets.com,173981,173981,2.7,0.42,5.9,Shopping
windows10productkey.com,177539,177539,4.5,0.13,1,Shopping
starstable.bplaced.net,178147,178147,3.2,0.24,2.8,Shopping
american-classifieds.net,178274,178274,2.8,0.31,4,Shopping
99app.com,179505,179505,3.4,0.19,2,Shopping
benimobili.it,180509,180509,2.4,0.47,7,Shopping
ipc-computer.de,181532,181532,3.4,0.18,2,Shopping
tigo.com.bo,185546,185546,2.9,0.24,3,Shopping
kjds.com,187860,187860,2,0.4,6,Shopping
creditasia.uz,187998,187998,2.4,0.39,6,Shopping
ballouchi.com,190307,190307,2.7,0.27,3.8,Shopping
gcmgames.com.br,190419,190419,2.8,0.24,3.1,Shopping
zula.ru,193445,193445,3.2,0.16,1.9,Shopping
cheapcruises.com,194400,194400,2.9,0.2,2.5,Shopping
1001salles.com,194871,194871,2.5,0.3,4.6,Shopping
eperde.com,197409,197409,2.1,0.43,7.3,Shopping
mascoteros.com,198879,198879,3,0.17,2.1,Shopping
whistle.com,199670,199670,2.9,0.19,2.4,Shopping
divaragahi.com,201039,201039,3.5,0.12,1.3,Shopping
repuestoscoches24.es,203388,203388,2.8,0.18,2.4,Shopping
irr.ua,210302,210302,2,0.41,7.6,Shopping
cyprusbutterfly.com.cy,212263,212263,2.7,0.16,2.2,Shopping
ohheygirlstore.com,219711,219711,2.3,0.21,3.3,Shopping
boutique-vegan.com,220557,220557,2.3,0.2,3.2,Shopping
farmalisto.com.co,224046,224046,2.8,0.12,1.6,Shopping
thecouponexplorer.com,226385,226385,2.7,0.13,1.7,Shopping
hasznaltalma.hu,230606,230606,2.3,0.16,2.6,Shopping
clarks.in,231147,231147,2,0.22,4,Shopping
damapouya.com,235769,235769,1.6,0.45,10,Shopping
myprotein.cz,237127,237127,1.7,0.35,7.5,Shopping
naslenowandish.com,238027,238027,2.1,0.18,3.1,Shopping
legolandholidays.de,242705,242705,1.8,0.23,4.6,Shopping
potcargo.com,248530,248530,1.6,0.33,7.6,Shopping
duracell.com,250916,250916,2.6,0.1,1.3,Shopping
timberland.co.jp,253329,253329,2,0.33,8,Shopping
alcatel-mobile.com.br,254900,254900,2.2,0.12,1.9,Shopping
carabinasypistolas.com,254975,254975,1.8,0.19,3.8,Shopping
seasalt.com,255108,255108,2.3,0.12,1.9,Shopping
undercoverinfo.com,256195,256195,1.8,0.19,3.7,Shopping
ridgidpower.com,258926,258926,1.7,0.22,4.8,Shopping
herbco.com,259757,259757,1.9,0.15,2.8,Shopping
robertgraham.us,261375,261375,1.8,0.19,3.9,Shopping
gentlemanstationer.com,262216,262216,2.1,0.12,2,Shopping
silber.de,264368,264368,2.1,0.12,2,Shopping
dealclub.de,266175,266175,1.7,0.18,3.9,Shopping
musik-produktiv.fr,273729,273729,1.7,0.16,3.5,Shopping
bestru.ru,274590,274590,1.8,0.14,2.9,Shopping
krungsricard.com,274663,274663,2,0.11,2,Shopping
thebeautygypsy.com,275497,275497,3.69,0.13,1.3,Shopping
kiehls.ru,278049,278049,1.6,0.2,4.7,Shopping
muachung.vn,278100,278100,1.9,0.12,2.3,Shopping
isibook.ir,278357,278357,1.8,0.13,2.6,Shopping
sector.biz.ua,279272,279272,1.9,0.11,2.2,Shopping
printpapa.com,281634,281634,1.6,0.18,4.3,Shopping
chizdoon.ir,281809,281809,1.9,0.11,2.1,Shopping
bartofil.com.br,282661,282661,1.4,0.27,7.2,Shopping
parsimade.com,282700,282700,1.9,0.11,2.1,Shopping
cheebe.ir,283659,283659,1.3,0.35,10,Shopping
brushymountainbeefarm.com,284285,284285,1.8,0.12,2.5,Shopping
premier1supplies.com,284327,284327,1.6,0.17,4,Shopping
sparkleinpink.com,284993,284993,1.3,0.35,10,Shopping
staples.se,285528,285528,1.7,0.14,3.1,Shopping
modus-dybenko.ru,286513,286513,1.7,0.13,2.9,Shopping
haru-shop.jp,288066,288066,2,0.12,2,Shopping
lacelab.com,288450,288450,1.6,0.15,3.5,Shopping
deliciousseeds.com,290347,290347,2.3,0.07,1.1,Shopping
melbournesnowboard.com.au,291601,291601,1.4,0.23,6.3,Shopping
lookfantastic.pt,293806,293806,1.3,0.27,7.7,Shopping
skapamer.se,294226,294226,1.4,0.21,5.4,Shopping
mushmagic.com,295890,295890,2,0.09,1.6,Shopping
elite-it.com,298188,298188,1.6,0.13,2.8,Shopping
teplodvor.ru,298296,298296,1.7,0.11,2.4,Shopping
keukenloods.nl,301164,301164,1.6,0.13,3,Shopping
seaforthlanding.com,302652,302652,1.9,0.08,1.6,Shopping
k2.co.kr,303197,303197,1.4,0.18,4.9,Shopping
vietthuong.vn,303645,303645,1.6,0.13,3.1,Shopping
24mx.se,306412,306412,1.3,0.21,6,Shopping
bombreport.com,307917,307917,0.96,0.63,24,Shopping
buffusa.com,308887,308887,1.3,0.18,4.9,Shopping
masdf.com,309209,309209,2.3,0.06,1,Shopping
6ku.com,309368,309368,1.5,0.13,3.1,Shopping
hitachi-koki.com,310556,310556,1.7,0.1,2.3,Shopping
taosoft.com.cn,312082,312082,2,0.12,3,Shopping
animale.com.br,314052,314052,1.3,0.17,4.8,Shopping
theunstitchd.com,314772,314772,2,0.07,1.3,Shopping
glorycycles.com,315073,315073,1.8,0.09,1.8,Shopping
bestmobile.co.il,315688,315688,1.5,0.13,3.3,Shopping
sadovod-opt.com,316025,316025,1.1,0.35,12,Shopping
eastmadisontoyota.com,316403,316403,1.6,0.11,2.5,Shopping
tkbtrading.com,317131,317131,1.2,0.23,7.1,Shopping
bestbuyautoequipment.com,319253,319253,1.6,0.1,2.4,Shopping
plantsguru.com,321023,321023,1.2,0.19,5.6,Shopping
yyx.tmall.com,321055,321055,2,0.07,1,Shopping
hageshop.de,322844,322844,1.6,0.1,2.3,Shopping
harmonystore.co.uk,325596,325596,1.2,0.21,6.7,Shopping
rpphobby.com,325634,325634,1.3,0.14,3.8,Shopping
muuseo.com,326320,326320,2,0.08,2,Shopping
invisiblemask.com,327726,327726,0.9,0.52,21,Shopping
epoptavka.cz,329218,329218,1.5,0.1,2.5,Shopping
lipar.ua,329334,329334,1.3,0.15,4.1,Shopping
pckuwait.com,329355,329355,1.4,0.13,3.4,Shopping
eleven.fi,329763,329763,1.3,0.14,4,Shopping
rocky-road.com,329914,329914,1.3,0.14,4,Shopping
criticalpast.com,330606,330606,1.5,0.1,2.4,Shopping
telescopes.net,333203,333203,1.4,0.12,3.1,Shopping
cpu2day.com,334661,334661,1.2,0.15,4.5,Shopping
hyperflybrand.com,334945,334945,1.2,0.16,4.9,Shopping
xtar.tmall.com,336327,336327,1,0.1,2,Shopping
xxl-sale.co.uk,340403,340403,1.6,0.08,1.9,Shopping
maxtool.com,344655,344655,1.5,0.09,2.3,Shopping
preskoly.sk,346175,346175,1.1,0.16,5.2,Shopping
thewiredrunner.com,346759,346759,1.6,0.07,1.6,Shopping
3ghackerz.com,346828,346828,1.5,0.08,1.9,Shopping
honeylove.co,348303,348303,1.5,0.08,1.9,Shopping
antoshkaspb.ru,349309,349309,1.2,0.14,4.5,Shopping
tipster.bg,351871,351871,0.91,0.32,13,Shopping
calligaris.com,353309,353309,1.2,0.13,4.1,Shopping
momswhosave.com,353820,353820,0.97,0.25,9.5,Shopping
bfashion.com,359939,359939,1.3,0.1,3.1,Shopping
all-bt.ru,360854,360854,1.4,0.08,2,Shopping
