url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category,lang_code
headphoneslab.com,317105,317105,2,0.07,1.3,Shopping,en
coindirect.com,317122,317122,1.6,0.11,2.5,Shopping,en
ahridirectory.org,317125,317125,1.8,0.08,1.8,Shopping,en
smokeyschemsite.com,317128,317128,1.4,0.15,4,Shopping,en
tkbtrading.com,317131,317131,1.2,0.23,7.1,Shopping,en
asfaltshop.pl,317150,317150,1.8,0.08,1.6,Shopping,en
jollyhers.com,317151,317151,1.5,0.11,2.8,Shopping,en
durian.in,317161,317161,1.3,0.18,5.1,Shopping,en
telemark-pyrenees.com,317167,317167,1.4,0.14,3.7,Shopping,en
viper.com,317191,317191,1.5,0.12,2.9,Shopping,en
smithscity.co.nz,317234,317234,1.5,0.12,2.9,Shopping,en
godrejappliances.com,317248,317248,1.4,0.15,3.9,Shopping,en
spex4less.com,317279,317279,1.4,0.15,4,Shopping,en
socksaddict.com,317326,317326,1.5,0.11,2.6,Shopping,en
woolovers.com,317354,317354,1.2,0.2,6.1,Shopping,en
8ball.co.uk,317359,317359,1.3,0.16,4.4,Shopping,en
clickamericana.com,317398,317398,1.2,0.22,6.7,Shopping,en
basefashion.co.uk,317408,317408,1,0.16,4,Shopping,en
sharpologist.com,317436,317436,2,0.07,1.3,Shopping,en
gogoalshop.vip,317440,317440,1.4,0.13,3.4,Shopping,en
ooznest.co.uk,317444,317444,1.3,0.17,4.6,Shopping,en
hawksmotorsports.com,317448,317448,1.6,0.11,2.6,Shopping,en
instrumentalparts.com,317456,317456,1.6,0.1,2.2,Shopping,en
timelessha.com,317457,317457,1.6,0.1,2.2,Shopping,en
r4wood.com,317459,317459,1.6,0.1,2.4,Shopping,en
strolleria.com,317488,317488,1.6,0.1,2.4,Shopping,en
greekairsoft.gr,317510,317510,1.4,0.14,3.7,Shopping,en
newfashionwatch.com,317528,317528,1,0.16,5,Shopping,en
savilerowco.com,317537,317537,1.4,0.13,3.3,Shopping,en
ebook-torrent.com,317555,317555,1.9,0.08,1.5,Shopping,en
moparestore.com,317572,317572,1.2,0.19,5.7,Shopping,en
comexitshow.com.sg,317591,317591,1.6,0.1,2.2,Shopping,en
repcotrade.com.au,317631,317631,1.4,0.14,3.6,Shopping,en
themizzoustore.com,317636,317636,1.5,0.11,2.7,Shopping,en
sparex.com,317642,317642,1.2,0.2,6.1,Shopping,en
biofinest.com,317656,317656,1.3,0.17,4.8,Shopping,en
cliftoncameras.co.uk,317662,317662,1.7,0.08,1.8,Shopping,en
menakart.com,317729,317729,1.1,0.33,11,Shopping,en
123dj.com,317733,317733,1.3,0.19,5.4,Shopping,en
glofx.com,317767,317767,1.5,0.12,2.9,Shopping,en
todoelectrico.es,317770,317770,1.3,0.17,4.6,Shopping,en
mysextoy.in,317779,317779,1.2,0.2,6.1,Shopping,en
substech.com,317790,317790,2,0.07,1.2,Shopping,en
chicstylebox.com,317803,317803,1.8,0.08,1.6,Shopping,en
poopourri.com,317808,317808,1.6,0.1,2.2,Shopping,en
mg.co.uk,317812,317812,1.4,0.15,4,Shopping,en
cuddleclones.com,317823,317823,1.6,0.1,2.4,Shopping,en
wpiinc.com,317825,317825,1.5,0.12,3,Shopping,en
upsbatterycenter.com,317854,317854,2,0.07,1.2,Shopping,en
bowers-wilkins.net,317865,317865,1.4,0.13,3,Shopping,en
trendyparadize.com,317878,317878,1.4,0.15,3.9,Shopping,en
bluesound.com,317910,317910,1.5,0.11,2.7,Shopping,en
expressfromus.com,317923,317923,1.2,0.2,5.8,Shopping,en
surplusrd.com,317932,317932,1.4,0.14,3.7,Shopping,en
oaklandish.com,317934,317934,1.3,0.18,5.2,Shopping,en
hackettequipment.com,317943,317943,1.5,0.12,2.8,Shopping,en
logoup.com,317961,317961,1.3,0.18,5,Shopping,en
citrussleep.com,318013,318013,1.4,0.13,3.5,Shopping,en
happybeds.co.uk,318088,318088,1.5,0.11,2.7,Shopping,en
killerinktattoo.co.uk,318115,318115,1.1,0.3,9.9,Shopping,en
concordiasupply.com,318149,318149,1.8,0.08,1.7,Shopping,en
comkey.in,318171,318171,0.9,0.66,27,Shopping,en
teenhearts.com,318181,318181,1.3,0.15,4.2,Shopping,en
naturesway.com,318240,318240,1.8,0.08,1.7,Shopping,en
worldbuild365.com,318245,318245,1.9,0.07,1.4,Shopping,en
beckertime.com,318253,318253,1.4,0.13,3.4,Shopping,en
pwsgallery.com,318279,318279,1,0.36,13,Shopping,en
seekinghealth.com,318295,318295,1.4,0.14,3.8,Shopping,en
wehustle.co.uk,318325,318325,1.5,0.11,2.6,Shopping,en
evo.ca,318340,318340,1.8,0.08,1.7,Shopping,en
bigwhite.com,318394,318394,1.3,0.16,4.6,Shopping,en
twigby.com,318401,318401,1.3,0.17,4.9,Shopping,en
jennibick.com,318408,318408,1.4,0.14,3.6,Shopping,en
boutinela.com,318425,318425,1.4,0.14,3.6,Shopping,en
biddingforgood.com,318442,318442,1.5,0.12,2.9,Shopping,en
giftblooms.com,318473,318473,1.7,0.09,2,Shopping,en
woodzon.com,318494,318494,1.4,0.15,4,Shopping,en
beddingle.com,318507,318507,1,0.46,20,Shopping,en
romcollector.com,318520,318520,1.8,0.08,1.8,Shopping,en
powder7.com,318567,318567,1.6,0.1,2.4,Shopping,en
exposedskincare.com,318594,318594,1.5,0.12,3.1,Shopping,en
thirtythreerooms.com,318604,318604,1.4,0.13,3.5,Shopping,en
keyinstant.com,318647,318647,1.5,0.12,2.8,Shopping,en
willleathergoods.com,318668,318668,1.5,0.12,2.9,Shopping,en
funlacquer.com,318699,318699,1.3,0.16,4,Shopping,en
artzolo.com,318710,318710,1.6,0.1,2.4,Shopping,en
seatcoversunlimited.com,318729,318729,1.6,0.1,2.4,Shopping,en
hihostels.ca,318752,318752,1.5,0.11,2.6,Shopping,en
efxkits.com,318761,318761,2,0.07,1.3,Shopping,en
dailymonday.com,318767,318767,1.1,0.26,8.3,Shopping,en
rogueterritory.com,318771,318771,1.4,0.15,4.1,Shopping,en
bitit.io,318799,318799,1.5,0.12,2.9,Shopping,en
bergbergstore.com,318803,318803,1.3,0.16,4.5,Shopping,en
trademarksoncall.com,318831,318831,1.7,0.09,1.9,Shopping,en
campfireaudio.com,318838,318838,1.5,0.11,2.6,Shopping,en
juniqe.com,318845,318845,1.6,0.1,2.3,Shopping,en
ladida.com,318853,318853,1.3,0.16,4.4,Shopping,en
c2h4losangeles.com,318876,318876,1.4,0.13,3.5,Shopping,en
warda.com.pk,318888,318888,1.4,0.13,3.2,Shopping,en
beachim.nl,318933,318933,1,0.17,5,Shopping,en
drapino.com,318954,318954,1.4,0.14,3.6,Shopping,en
ejderforlife.com,318962,318962,1,0.13,3,Shopping,en
uttermost.com,318970,318970,1.3,0.17,4.8,Shopping,en
smartcycleguide.com,319005,319005,1.7,0.09,2,Shopping,en
validcreditcardnumber.com,319007,319007,2.2,0.06,1,Shopping,en
thermacell.com,319013,319013,1.5,0.11,2.7,Shopping,en
fitstarapparel.com,319033,319033,1.5,0.11,2.6,Shopping,en
fishkeeper.co.uk,319050,319050,1.6,0.1,2.3,Shopping,en
byparra.com,319059,319059,1.4,0.13,3.5,Shopping,en
mooresclothing.com,319068,319068,1.6,0.1,2.2,Shopping,en
ghoststop.com,319080,319080,1.4,0.14,3.5,Shopping,en
bimedis.com,319115,319115,1.6,0.1,2.3,Shopping,en
kansascitysteaks.com,319128,319128,1.6,0.1,2.3,Shopping,en
upbra.com,319171,319171,1.6,0.1,2.4,Shopping,en
eyemartexpress.com,319176,319176,1.3,0.17,4.8,Shopping,en
tyresizecalculator.com,319203,319203,1.9,0.07,1.4,Shopping,en
alldayvapes365.com,319245,319245,1.2,0.21,6.3,Shopping,en
bestbuyautoequipment.com,319253,319253,1.6,0.1,2.4,Shopping,en
colorsbridesmaid.com,319263,319263,1.3,0.17,4.8,Shopping,en
exclucitylife.com,319286,319286,1.4,0.13,3.3,Shopping,en
essentialhardware.com,319294,319294,1.6,0.11,2.5,Shopping,en
crazymomquilts.blogspot.com,319302,319302,2.1,0.06,1,Shopping,en
akpool.co.uk,319314,319314,1.6,0.1,2.3,Shopping,en
worldsbestcatlitter.com,319372,319372,1.7,0.08,1.8,Shopping,en
caraudiocentre.co.uk,319375,319375,1.4,0.13,3.4,Shopping,en
resound.com,319404,319404,1.5,0.12,2.9,Shopping,en
militarybest.com,319428,319428,1.2,0.21,6.5,Shopping,en
gemaire.com,319439,319439,1.5,0.11,2.5,Shopping,en
rancourtandcompany.com,319448,319448,1.5,0.11,2.5,Shopping,en
mudhole.com,319503,319503,1.7,0.08,1.8,Shopping,en
designsforvision.com,319507,319507,1,0.23,7,Shopping,en
indianretailer.com,319512,319512,1.9,0.07,1.4,Shopping,en
fuzz.online,319518,319518,2,0.07,1.2,Shopping,en
greendust.com,319522,319522,1.4,0.13,3.3,Shopping,en
sainsmartjr.com,319535,319535,2,0.08,2,Shopping,en
ubuy.co.id,319541,319541,1.8,0.08,1.6,Shopping,en
gearopen.com,319543,319543,2,0.07,1.2,Shopping,en
converse.com.vn,319579,319579,1.3,0.17,4.8,Shopping,en
inkwellpress.com,319591,319591,1.5,0.12,3,Shopping,en
gun-shop.ca,319597,319597,1.2,0.19,5.6,Shopping,en
offshoretokyo-online.net,319613,319613,1,0.17,5,Shopping,en
rubies.com,319652,319652,1.4,0.13,3.3,Shopping,en
gogglepae.com,319681,319681,2.1,0.06,1.1,Shopping,en
cykellagret.se,319702,319702,1.5,0.12,3.1,Shopping,en
prestigeflowers.co.uk,319708,319708,1.5,0.11,2.6,Shopping,en
calpaclab.com,319714,319714,1.9,0.07,1.3,Shopping,en
rickysnyc.com,319717,319717,1.5,0.11,2.7,Shopping,en
mountainhollow.net,319745,319745,2,0.1,2,Shopping,en
modelexpo-online.com,319751,319751,1,0.37,10,Shopping,en
kwikrewards.com,319775,319775,1.4,0.13,3.4,Shopping,en
lionseek.com,319783,319783,1.9,0.07,1.4,Shopping,en
purplepandalabs.com,319798,319798,1.5,0.12,3,Shopping,en
pegperego.com,319803,319803,1.3,0.17,4.8,Shopping,en
cuttingedgestencils.com,319818,319818,1.5,0.12,3.1,Shopping,en
sweatband.com,319820,319820,1.9,0.07,1.4,Shopping,en
rolecosplay.com,319838,319838,1.4,0.12,3.1,Shopping,en
shopduer.com,319850,319850,1.5,0.11,2.7,Shopping,en
drinkfinity.com,319873,319873,1.5,0.12,3.1,Shopping,en
lovegrowswild.com,319903,319903,1.8,0.08,1.6,Shopping,en
cleanly.com,319916,319916,1.4,0.13,3.5,Shopping,en
apparelsearch.com,319917,319917,2,0.07,1.3,Shopping,en
itemint.com,319925,319925,1,0.34,12,Shopping,en
treds.co.uk,319950,319950,1.3,0.15,4,Shopping,en
precision-camera.com,319961,319961,1.4,0.15,4,Shopping,en
muaythaipros.com,319986,319986,2,0.07,1.2,Shopping,en
droneworld.co.za,320027,320027,1.5,0.12,2.9,Shopping,en
sincerelynuts.com,320036,320036,1.4,0.14,3.6,Shopping,en
usasmokers.com,320046,320046,1.2,0.19,5.7,Shopping,en
aartech.ca,320061,320061,1.4,0.14,3.6,Shopping,en
trutechtools.com,320066,320066,1.4,0.14,3.6,Shopping,en
manlycurls.com,320072,320072,1.9,0.07,1.4,Shopping,en
flatfair.com,320081,320081,1.6,0.1,2.5,Shopping,en
lecol.cc,320104,320104,1.3,0.17,4.9,Shopping,en
onegreenworld.com,320139,320139,1.3,0.16,4.3,Shopping,en
theappfactor.com,320173,320173,2.1,0.06,1,Shopping,en
georgeherald.com,320188,320188,1.7,0.08,1.8,Shopping,en
momentskis.com,320227,320227,1.4,0.14,3.7,Shopping,en
blauer.com,320243,320243,1.6,0.1,2.3,Shopping,en
magidglove.com,320252,320252,1.4,0.13,3.2,Shopping,en
quickcandles.com,320278,320278,1.6,0.1,2.4,Shopping,en
jeyachandrantextiles.com,320289,320289,1.2,0.21,6.4,Shopping,en
dailyneeds247.com,320290,320290,0.88,0.71,30,Shopping,en
cafepress.ca,320303,320303,1.9,0.07,1.4,Shopping,en
closed.com,320307,320307,1.1,0.28,9.2,Shopping,en
continuousinksupplysystem.com.au,320335,320335,1.4,0.14,3.9,Shopping,en
beachbunnyswimwear.com,320358,320358,1.4,0.13,3.3,Shopping,en
arizonatile.com,320369,320369,1.4,0.15,4,Shopping,en
threadwallets.com,320381,320381,1.5,0.12,3,Shopping,en
lowestmed.com,320406,320406,1.7,0.09,1.9,Shopping,en
stihl.com.au,320413,320413,1.4,0.14,3.8,Shopping,en
wikipedeals.com,320430,320430,1.9,0.07,1.4,Shopping,en
tiptoptailors.ca,320434,320434,1.3,0.17,4.8,Shopping,en
bestbuyrdp.com,320449,320449,1.6,0.1,2.5,Shopping,en
discobianco.com,320458,320458,1.2,0.21,6.3,Shopping,en
ctbike.pl,320460,320460,1.2,0.2,5.9,Shopping,en
boardmanbikes.com,320473,320473,1.6,0.1,2.2,Shopping,en
burkesoutlet.com,320562,320562,1.5,0.12,3.1,Shopping,en
silvergoldbull.ca,320589,320589,1.4,0.14,3.8,Shopping,en
bitiba.co.uk,320592,320592,1.2,0.2,6,Shopping,en
flatsixes.com,320629,320629,1.4,0.12,3.1,Shopping,en
metamucil.com,320642,320642,1.7,0.08,1.7,Shopping,en
evybuy.com,320667,320667,1.3,0.16,4.4,Shopping,en
keybankrewards.com,320676,320676,1.5,0.11,2.7,Shopping,en
utsavpedia.com,320677,320677,2,0.07,1.2,Shopping,en
bestcouponhunter.com,320694,320694,1.5,0.11,2.6,Shopping,en
palmers.com,320699,320699,1.5,0.12,3.1,Shopping,en
windycitynovelties.com,320705,320705,1.6,0.1,2.1,Shopping,en
8bcraft.com,320706,320706,1.5,0.11,2.8,Shopping,en
oemmotorparts.com,320718,320718,1.6,0.09,2,Shopping,en
hosatech.com,320720,320720,1,0.14,4,Shopping,en
pixers.uk,320724,320724,1.8,0.07,1.5,Shopping,en
mensusa.com,320738,320738,1.8,0.08,1.6,Shopping,en
lalalaxx.com,320758,320758,1.6,0.1,2.1,Shopping,en
vpo.ca,320777,320777,1.4,0.12,3.2,Shopping,en
ireadlabelsforyou.com,320792,320792,2.86,0.12,1.59,Shopping,en
classicshapewear.com,320817,320817,1.6,0.1,2.2,Shopping,en
mnestore.com,320869,320869,1.2,0.21,6.3,Shopping,en
pizzahut.com.sa,320875,320875,1.8,0.08,1.7,Shopping,en
mechanix.com,320892,320892,1.2,0.2,6,Shopping,en
dadbrandapparel.com,320900,320900,1.5,0.11,2.7,Shopping,en
ponyo.com,320908,320908,1.5,0.11,2.7,Shopping,en
langtons.com.au,320971,320971,1.5,0.11,2.6,Shopping,en
saas1000.com,320975,320975,1.2,0.2,6.2,Shopping,en
beautyhaul.net,320988,320988,1,0.35,12,Shopping,en
foodtown.com,320990,320990,1.4,0.12,3.2,Shopping,en
finestcubancigars.com,321004,321004,1.6,0.1,2.4,Shopping,en
mobiluj.sk,321018,321018,1.4,0.14,3.6,Shopping,en
plantsguru.com,321023,321023,1.2,0.19,5.6,Shopping,en
adventistbookcenter.com,321033,321033,1.5,0.11,2.6,Shopping,en
chineselaundry.com,321045,321045,1.5,0.12,2.9,Shopping,en
hairclippersclub.com,321051,321051,2,0.07,1.2,Shopping,en
mathisbrothers.com,321052,321052,1.4,0.14,3.6,Shopping,en
propaganda24h.pl,321061,321061,1.7,0.09,1.9,Shopping,en
kickassapp.com,321062,321062,1.9,0.07,1.3,Shopping,en
sastimedicine.com,321063,321063,1.8,0.08,1.5,Shopping,en
kawasaki.ca,321070,321070,1.3,0.15,4,Shopping,en
eye4.so,321075,321075,1.5,0.11,2.7,Shopping,en
stefanel.com,321091,321091,1.1,0.24,7.6,Shopping,en
shoes-world.de,321147,321147,1,0.38,14,Shopping,en
dragqueenmerch.com,321167,321167,1.2,0.19,5.6,Shopping,en
dresshead.com,321199,321199,1.1,0.26,8.5,Shopping,en
tigersupplies.com,321237,321237,1.9,0.07,1.4,Shopping,en
wendyslookbook.com,321274,321274,1.7,0.09,1.9,Shopping,en
tfh.com.sg,321276,321276,1.2,0.2,5.9,Shopping,en
totemokawaiishop.com,321317,321317,1.3,0.17,5,Shopping,en
plumbingimprovements.blogspot.com,321320,321320,1.9,0.07,1.4,Shopping,en
zumbashop.com.au,321347,321347,1,0.16,4,Shopping,en
gamousa.com,321358,321358,1.5,0.11,2.8,Shopping,en
readingglasses.com,321371,321371,1.4,0.12,3.1,Shopping,en
artik.com,321418,321418,1.2,0.19,5.7,Shopping,en
nautique.com,321438,321438,1.5,0.11,2.6,Shopping,en
attractivewear.net,321441,321441,1.2,0.21,6.3,Shopping,en
opieoils.co.uk,321449,321449,1.6,0.1,2.5,Shopping,en
article.org.in,321465,321465,1.3,0.17,4.8,Shopping,en
homesonthenet.info,321470,321470,2.1,0.06,1,Shopping,en
americanebox.com,321471,321471,1,0.37,13,Shopping,en
mahindrausa.com,321493,321493,1.5,0.11,2.6,Shopping,en
all-battery.com,321496,321496,1.5,0.12,2.9,Shopping,en
mapexdrums.com,321518,321518,1.5,0.12,2.9,Shopping,en
flyfisherman.com,321522,321522,2,0.06,1.1,Shopping,en
clearancejobsblog.com,321545,321545,1.8,0.08,1.7,Shopping,en
phonemart.gr,321555,321555,0.98,0.42,16,Shopping,en
tassimo.co.uk,321566,321566,1.3,0.15,4.1,Shopping,en
ethicalsuperstore.com,321581,321581,1.5,0.11,2.8,Shopping,en
adoriclife.com,321589,321589,1,0.16,4,Shopping,en
500madness.com,321598,321598,1.3,0.17,4.8,Shopping,en
petassure.com,321628,321628,1.6,0.09,2,Shopping,en
dadant.com,321655,321655,1.4,0.13,3.3,Shopping,en
lancome.ca,321658,321658,1.2,0.19,5.8,Shopping,en
ortovox.com,321668,321668,1.4,0.13,3.6,Shopping,en
alliancerxwp.com,321787,321787,1.3,0.18,5.1,Shopping,en
hardwareresources.com,321792,321792,1.3,0.16,4.6,Shopping,en
kneipp.com,321807,321807,1.6,0.1,2.4,Shopping,en
luggagesuperstore.co.uk,321824,321824,1.7,0.08,1.8,Shopping,en
gimara.net,321858,321858,1.6,0.1,2.2,Shopping,en
ewm.co.uk,321862,321862,1.3,0.15,4.1,Shopping,en
jeepcurrentoffers.com,321893,321893,2,0.07,1.3,Shopping,en
mit24h.com,321967,321967,1.7,0.09,1.9,Shopping,en
rollmore.com,321968,321968,1.3,0.15,4,Shopping,en
speedystamps.co.uk,321971,321971,1.7,0.09,1.9,Shopping,en
thebookpatch.com,321977,321977,1.4,0.12,3.1,Shopping,en
headblade.com,321992,321992,1.96,0.29,5.418,Shopping,en
hotdealsclub.com,321995,321995,2.1,0.06,1,Shopping,en
sephora.co.id,321998,321998,1.6,0.1,2.4,Shopping,en
18650batterystore.com,322004,322004,1.5,0.11,2.7,Shopping,en
soelden.com,322022,322022,1.5,0.1,2.5,Shopping,en
glossybox.com,322063,322063,1.5,0.12,2.9,Shopping,en
time4sleep.co.uk,322082,322082,1.5,0.12,3,Shopping,en
bayliner.com,322083,322083,1.2,0.18,5.5,Shopping,en
mymedic.us,322097,322097,1.6,0.1,2.4,Shopping,en
data-cash.net,322121,322121,1.4,0.13,3.2,Shopping,en
swirlcard.com,322135,322135,1.7,0.08,1.7,Shopping,en
holikaholika.ee,322144,322144,1.1,0.27,9,Shopping,en
stanfords.co.uk,322176,322176,1.5,0.11,2.5,Shopping,en
areaware.com,322184,322184,1.6,0.09,2,Shopping,en
radialeng.com,322189,322189,1.4,0.13,3.5,Shopping,en
yookers-shop.com,322228,322228,1,0.16,4,Shopping,en
ovsfashion.com,322246,322246,1.4,0.13,3.3,Shopping,en
agent.media,322274,322274,2,0.07,1.2,Shopping,en
kiabishop.com,322284,322284,1.7,0.09,2,Shopping,en
bjd-shop.com,322298,322298,1,0.39,14,Shopping,en
el34world.com,322316,322316,1.6,0.1,2.4,Shopping,en
carpartsdiscount.com,322324,322324,1.8,0.08,1.6,Shopping,en
amsperformance.com,322358,322358,1.3,0.16,4.3,Shopping,en
winechateau.com,322377,322377,1.7,0.09,2,Shopping,en
wyconcosmetics.com,322449,322449,1.3,0.18,5.2,Shopping,en
military1st.com,322476,322476,1.5,0.11,2.8,Shopping,en
hedgren.com,322496,322496,1.1,0.28,9.7,Shopping,en
dapperdefender.com,322520,322520,1.9,0.07,1.4,Shopping,en
jomalone.co.uk,322661,322661,1.4,0.13,3.5,Shopping,en
winningappliances.com.au,322664,322664,1.6,0.1,2.3,Shopping,en
willjordan.ru,322667,322667,1.4,0.14,3.6,Shopping,en
beetstech.com,322669,322669,1.6,0.1,2.2,Shopping,en
e-bikeshop.co.uk,322671,322671,1.7,0.08,1.8,Shopping,en
plushbeds.com,322674,322674,1.6,0.09,2,Shopping,en
ic-berlin.de,322698,322698,1.4,0.14,3.7,Shopping,en
cspcart.com,322704,322704,1.9,0.07,1.4,Shopping,en
outwardhound.com,322751,322751,1.2,0.23,7.2,Shopping,en
videolinks.com,322759,322759,1.3,0.16,4.7,Shopping,en
shopimpressions.com,322818,322818,1.3,0.15,4.3,Shopping,en
purebulk.com,322839,322839,1.3,0.16,4.5,Shopping,en
compume.com.eg,322901,322901,1.4,0.13,3.5,Shopping,en
dronesdirect.co.uk,322913,322913,1.5,0.12,3,Shopping,en
alekoproducts.com,322921,322921,1.4,0.12,3,Shopping,en
shoesmaster.jp,322922,322922,1,0.12,3,Shopping,en
twowheelingtots.com,322924,322924,1.8,0.08,1.6,Shopping,en
homemakers.com,322938,322938,1.3,0.16,4.7,Shopping,en
sentaifilmworks.com,322951,322951,1.6,0.1,2.4,Shopping,en
classicchevyhouston.com,322958,322958,1.4,0.13,3.3,Shopping,en
thecountrychiccottage.net,322998,322998,1.8,0.08,1.6,Shopping,en
mitsubishielectric.com.au,323039,323039,1.8,0.07,1.5,Shopping,en
wand.com,323048,323048,1.3,0.16,4.4,Shopping,en
mothercare.ie,323052,323052,1.4,0.13,3.3,Shopping,en
coachhouse.com,323060,323060,1.1,0.31,11,Shopping,en
kingliving.com.au,323090,323090,1.5,0.1,2.5,Shopping,en
eminenceorganics.com,323095,323095,1.5,0.11,2.6,Shopping,en
goldendenim.com,323109,323109,1,0.26,8,Shopping,en
clipsandfasteners.com,323114,323114,1.4,0.13,3.4,Shopping,en
begears.com,323159,323159,1.9,0.07,1.3,Shopping,en
decathlon.ie,323174,323174,1.3,0.15,4.2,Shopping,en
lessisjoy.com,323198,323198,1.1,0.28,9.3,Shopping,en
richatravels.in,323208,323208,1.2,0.19,5.7,Shopping,en
lobstertheremin.com,323209,323209,1.7,0.09,1.9,Shopping,en
dreem2000.com,323230,323230,1.5,0.11,2.6,Shopping,en
papertreyink.com,323246,323246,1.1,0.28,9.4,Shopping,en
theemsstore.com,323257,323257,1.7,0.09,2,Shopping,en
coupert.com,323275,323275,2,0.07,1.2,Shopping,en
lmc.com.au,323287,323287,1.8,0.07,1.4,Shopping,en
dpmag.com,323315,323315,2,0.07,1.2,Shopping,en
gunillaofsweden.com,323319,323319,1.2,0.18,5.2,Shopping,en
rodengray.com,323350,323350,1.5,0.1,3,Shopping,en
loveantiques.com,323377,323377,1.7,0.08,1.8,Shopping,en
shipwreckbeads.com,323425,323425,1.1,0.26,8.7,Shopping,en
causebox.com,323435,323435,1.5,0.11,2.9,Shopping,en
motherhood.com.my,323456,323456,1.4,0.13,3.4,Shopping,en
epickr.com,323457,323457,1.2,0.19,5.9,Shopping,en
aquacave.com,323469,323469,1.4,0.13,3.3,Shopping,en
ascolour.com,323485,323485,1.2,0.19,5.9,Shopping,en
savvyhomemade.com,323491,323491,1.7,0.08,1.7,Shopping,en
wulflund.com,323496,323496,1.2,0.18,5.2,Shopping,en
justmensrings.com,323528,323528,1.9,0.07,1.4,Shopping,en
premiumusb.com,323538,323538,1.8,0.08,1.6,Shopping,en
communa.com,323550,323550,1.3,0.15,4.1,Shopping,en
steelbirdhelmet.com,323551,323551,1.2,0.22,6.9,Shopping,en
claudioluglishirts.com,323552,323552,1.82,0.27,5.423,Shopping,en
thomasville.com,323557,323557,1.4,0.13,3.6,Shopping,en
mainelobsternow.com,323572,323572,1.8,0.08,1.6,Shopping,en
fairprice.co.za,323574,323574,1.2,0.19,5.7,Shopping,en
4freead.com,323581,323581,1.2,0.19,5.8,Shopping,en
apprecs.com,323605,323605,2,0.06,1.2,Shopping,en
stouse.com,323612,323612,1.4,0.12,3.1,Shopping,en
playboyshop.com,323614,323614,1.5,0.11,2.7,Shopping,en
lockthedeal.com,323618,323618,1.1,0.3,10,Shopping,en
ssfautoparts.com,323654,323654,1.5,0.11,2.6,Shopping,en
oliverspencer.co.uk,323694,323694,1.3,0.15,4.2,Shopping,en
weddingshopworld.com,323727,323727,1.1,0.27,9.2,Shopping,en
emusic.se,323777,323777,1.4,0.12,3.2,Shopping,en
cnluxurypub.com,323790,323790,1.2,0.22,7.1,Shopping,en
gundammodelcenter.com,323792,323792,1.5,0.11,2.7,Shopping,en
interstateplastics.com,323806,323806,1.5,0.11,2.8,Shopping,en
microscope.com,323859,323859,1.8,0.08,1.6,Shopping,en
66north.com,323869,323869,1.3,0.17,5,Shopping,en
sugoishirts.com,323876,323876,1.5,0.11,2.8,Shopping,en
wiringspecialties.com,323879,323879,1.7,0.08,1.7,Shopping,en
lrdirect.com,323883,323883,1.2,0.2,6.2,Shopping,en
well.pk,323899,323899,1.6,0.09,2.1,Shopping,en
mitutoyo.eu,323908,323908,1.1,0.27,8.9,Shopping,en
firelabel.co.uk,323913,323913,1.3,0.17,5.1,Shopping,en
rusticahardware.com,323942,323942,1.2,0.22,7,Shopping,en
finda.photo,323987,323987,1.3,0.14,4,Shopping,en
kentfaith.com,324004,324004,1.6,0.1,2.4,Shopping,en
centralexcisechennai.gov.in,324036,324036,1.5,0.11,2.8,Shopping,en
chargerforumz.com,324051,324051,1.4,0.14,3.7,Shopping,en
scoutsongs.com,324054,324054,1.9,0.07,1.4,Shopping,en
furbuy.com,324073,324073,1.1,0.23,7.3,Shopping,en
hereisyourcoupon.com,324078,324078,1.5,0.11,2.8,Shopping,en
theflooringgirl.com,324081,324081,1.9,0.07,1.4,Shopping,en
dresslikeme.com,324088,324088,1.9,0.07,1,Shopping,en
catchme.lk,324090,324090,1.7,0.08,1.8,Shopping,en
vervecoffee.com,324120,324120,1.4,0.12,3.1,Shopping,en
musickorea.com,324125,324125,1.2,0.19,5.6,Shopping,en
marveloptics.com,324142,324142,1.7,0.08,1.8,Shopping,en
rdgtools.co.uk,324159,324159,1.1,0.3,10,Shopping,en
wilwood.com,324161,324161,1.4,0.13,3.3,Shopping,en
candles4less.com,324194,324194,1.1,0.29,10,Shopping,en
contestchest.com,324235,324235,1.1,0.25,8.1,Shopping,en
wolverinesupplies.com,324241,324241,1.4,0.13,3.3,Shopping,en
wearetop10.com,324258,324258,2,0.07,1.2,Shopping,en
sheds.co.uk,324280,324280,1.6,0.1,2.4,Shopping,en
2018deals.net,324315,324315,2,0.06,1.2,Shopping,en
quick-step.co.uk,324321,324321,1.4,0.13,3.6,Shopping,en
bensherman.co.uk,324322,324322,1.3,0.15,4.2,Shopping,en
nihaojewelry.com,324351,324351,1,0.34,12,Shopping,en
furniturefair.net,324360,324360,1.5,0.1,2.5,Shopping,en
voguefabricsstore.com,324365,324365,1.2,0.17,5.1,Shopping,en
disneyfashionista.com,324375,324375,1.6,0.09,2,Shopping,en
hobbywing.com,324467,324467,1.5,0.11,2.8,Shopping,en
blueport.com,324468,324468,1,0.36,13,Shopping,en
amiliosentini.eu,324496,324496,1,0.19,6,Shopping,en
takeithome.shop,324525,324525,1,0.17,5,Shopping,en
shopminiusa.com,324528,324528,1.3,0.17,4.8,Shopping,en
parentgiving.com,324533,324533,1.7,0.08,1.7,Shopping,en
sneakerfits.com,324550,324550,1.8,0.07,1,Shopping,en
