url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category,lang_code
vizio.com,29020,29020,24.9,2.46,3.6,Shopping,en
tobi.com,29056,29056,24,2.83,4.4,Shopping,en
y-3.com,29070,29070,25,2.5,3.7,Shopping,en
lushusa.com,29092,29092,23,2.98,4.7,Shopping,en
gateio.io,29134,29134,25,2.3,3.3,Shopping,en
purolator.com,29197,29197,27,1.98,2.69,Shopping,en
cartier.com,29230,29230,24,2.63,4,Shopping,en
highya.com,29240,29240,30.8,1.49,1.8,Shopping,en
lanebryant.com,29261,29261,22,3.26,5.4,Shopping,en
umart.com.au,29264,29264,21.7,3.51,6,Shopping,en
yandy.com,29283,29283,22,3.32,5.5,Shopping,en
discountmugs.com,29322,29322,25.4,2.23,3.2,Shopping,en
aerosoft.com,29323,29323,25,2.4,3.6,Shopping,en
office.co.uk,29344,29344,26,2.17,3.1,Shopping,en
lyoness.com,29366,29366,25,2.26,3.3,Shopping,en
bosch-professional.com,29393,29393,27,1.95,2.7,Shopping,en
spoonflower.com,29420,29420,22,3.22,5.3,Shopping,en
canonrumors.com,29435,29435,31,1.43,1.7,Shopping,en
dorothyperkins.com,29470,29470,21,3.78,6.6,Shopping,en
fortytwo.sg,29488,29488,27.88,6.15,8.102,Shopping,en
expeditionportal.com,29508,29508,21,3.65,6.3,Shopping,en
artfido.com,29512,29512,27,1.91,2.6,Shopping,en
cettire.com,29543,29543,24,2.5,3.8,Shopping,en
westmarine.com,29546,29546,25,2.22,3.2,Shopping,en
ecvv.com,29553,29553,19,4.8,9.2,Shopping,en
govdeals.com,29604,29604,32.1,1.33,1.5,Shopping,en
servicebox.ru,29607,29607,32.2,1.33,1.52,Shopping,en
manrepeller.com,29618,29618,28.3,1.7,2.2,Shopping,en
nnnow.com,29677,29677,23.6,2.59,4.02,Shopping,en
thesource.ca,29736,29736,23.9,2.48,3.82,Shopping,en
monki.com,29769,29769,20,3.89,7,Shopping,en
meundies.com,29795,29795,24,2.36,3.6,Shopping,en
gmc.com,29811,29811,24,2.31,3.5,Shopping,en
evetech.co.za,29832,29832,21,3.53,6.17,Shopping,en
pricepony.com.ph,29847,29847,31.4,1.35,1.6,Shopping,en
cruiseline.com,29874,29874,40.15,3.29,3.01,Shopping,en
jlist.com,29896,29896,24,2.31,3.5,Shopping,en
lonny.com,29935,29935,25.6,2.04,2.9,Shopping,en
ecplaza.net,29951,29951,16,9.92,23,Shopping,en
dunkindonuts.com,29953,29953,26,2,2.9,Shopping,en
fairmont.com,29992,29992,25,2.05,3,Shopping,en
fontsinuse.com,30006,30006,26,1.94,2.8,Shopping,en
fatwallet.com,30019,30019,26,1.99,2.8,Shopping,en
amztracker.com,30029,30029,28,1.6,2,Shopping,en
ktown4u.com,30030,30030,21,3.47,6.1,Shopping,en
tofo.me,30047,30047,22,3.01,5,Shopping,en
birchbox.com,30049,30049,30,1.43,1.8,Shopping,en
smythstoys.com,30051,30051,24,2.29,3.5,Shopping,en
smemarkethub.com,30058,30058,22.5,2.77,4.52,Shopping,en
switchbacktravel.com,30083,30083,33,1.19,1.3,Shopping,en
moonpig.com,30087,30087,20,4.16,7.7,Shopping,en
motosport.com,30100,30100,23,2.52,4,Shopping,en
gibson.com,30102,30102,24,2.4,3.7,Shopping,en
impact.com,30107,30107,22,3.14,5.3,Shopping,en
motortrendondemand.com,30112,30112,32.8,1.22,1.4,Shopping,en
sokoglam.com,30122,30122,23,2.7,4.4,Shopping,en
ebay.com.my,30123,30123,22,2.84,4.7,Shopping,en
surlatable.com,30136,30136,24,2.38,3.7,Shopping,en
aeropost.com,30187,30187,23.6,2.41,3.7,Shopping,en
monnierfreres.com,30194,30194,20,4.1,7.6,Shopping,en
long-mcquade.com,30269,30269,22,3.06,5.2,Shopping,en
clicks.co.za,30283,30283,25.3,1.99,2.88,Shopping,en
bikebandit.com,30288,30288,24,2.16,3.2,Shopping,en
suunto.com,30314,30314,24,2.16,3.2,Shopping,en
onlinelabels.com,30368,30368,24,2.35,3.7,Shopping,en
showpo.com,30428,30428,21,3.17,5.5,Shopping,en
fujirumors.com,30458,30458,31,1.3,1.5,Shopping,en
airmiles.ca,30476,30476,21.2,3.1,5.4,Shopping,en
ozgrid.com,30477,30477,32,1.25,1.4,Shopping,en
freshdirect.com,30494,30494,22,2.74,4.5,Shopping,en
homeshopping.pk,30583,30583,29,1.44,1.82,Shopping,en
intothegloss.com,30586,30586,29.3,1.42,1.8,Shopping,en
geeksaresexy.net,30606,30606,29,1.45,1.9,Shopping,en
ripndipclothing.com,30614,30614,20,3.9,7.4,Shopping,en
greatclips.com,30641,30641,28.1,1.52,2,Shopping,en
woolworthsrewards.com.au,30673,30673,29.8,1.36,1.7,Shopping,en
luckybrand.com,30678,30678,21,3.09,5.4,Shopping,en
spotlightstores.com,30680,30680,21,3.03,5.3,Shopping,en
batteriesplus.com,30722,30722,24,2.17,3.3,Shopping,en
criterion.com,30736,30736,25,1.98,2.9,Shopping,en
duluthtrading.com,30746,30746,21,2.93,5,Shopping,en
drizly.com,30765,30765,22,2.6,4.3,Shopping,en
midea.com,30767,30767,22,2.7,4.4,Shopping,en
mantality.co.za,30774,30774,34.1,1.08,1.16,Shopping,en
liveaquaria.com,30776,30776,19,3.99,7.6,Shopping,en
singletrackworld.com,30793,30793,29,1.43,1.8,Shopping,en
otterbox.com,30806,30806,25,1.96,2.9,Shopping,en
weathertech.com,30811,30811,22,2.57,4.2,Shopping,en
sallybeauty.com,30818,30818,24,2.2,3.4,Shopping,en
todayshomeowner.com,30823,30823,34.6,1.06,1.1,Shopping,en
greenpanthera.com,30876,30876,20,3.69,6.9,Shopping,en
reliancedigital.in,30921,30921,23.6,2.19,3.42,Shopping,en
littlewoods.com,30955,30955,20,3.55,6.5,Shopping,en
zzounds.com,30998,30998,22,2.77,4.7,Shopping,en
koovs.com,31010,31010,22.7,2.39,3.86,Shopping,en
postal.ninja,31011,31011,26,1.69,2.4,Shopping,en
agnesgames.com,31015,31015,36.18,3.24,3.287,Shopping,en
thirdlove.com,31039,31039,22,2.54,4.2,Shopping,en
onlinebookclub.org,31044,31044,33.92,4.92,5.32,Shopping,en
hallmark.com,31055,31055,28.4,1.43,1.8,Shopping,en
havecamerawilltravel.com,31063,31063,34,1.06,1.1,Shopping,en
trademarkia.com,31067,31067,29,1.4,1.8,Shopping,en
zoutons.com,31071,31071,24.2,2.03,3.08,Shopping,en
puritan.com,31073,31073,21,2.83,4.9,Shopping,en
harrys.com,31074,31074,23,2.38,3.9,Shopping,en
enfsolar.com,31076,31076,16,6.85,15,Shopping,en
theawesomer.com,31077,31077,39.6,2.84,2.63,Shopping,en
sportsshoes.com,31084,31084,19,3.8,7.2,Shopping,en
uu898.com,31109,31109,20,3.4,6.3,Shopping,en
hoobly.com,31122,31122,20,3.18,5.7,Shopping,en
3dexport.com,31124,31124,26,1.72,2.4,Shopping,en
fab.com,31134,31134,28,1.49,2,Shopping,en
emojicopy.com,31211,31211,36,0.98,1,Shopping,en
homedit.com,31216,31216,27.6,1.49,2,Shopping,en
nextluxury.com,31226,31226,30.8,1.22,1.4,Shopping,en
westfield.com,31231,31231,25,1.81,2.6,Shopping,en
intimissimi.com,31232,31232,20,3.29,6,Shopping,en
gotprint.com,31246,31246,21,2.76,4.8,Shopping,en
footlocker.co.uk,31313,31313,23,2.2,3.5,Shopping,en
eversales.space,31358,31358,33,1.1,1.2,Shopping,en
bajaao.com,31368,31368,23.1,2.19,3.47,Shopping,en
2kmtcentral.com,31389,31389,16,7.56,18,Shopping,en
mymove.com,31397,31397,31.4,1.16,1.4,Shopping,en
roomandboard.com,31415,31415,21,2.7,4.7,Shopping,en
hit-mob-shop.ru,31434,31434,34.4,1.01,1.1,Shopping,en
loccitane.com,31436,31436,22,2.48,4.1,Shopping,en
jumia.ug,31439,31439,20.8,2.9,5.13,Shopping,en
usedvictoria.com,31461,31461,18,4.81,9.9,Shopping,en
the-saleroom.com,31466,31466,20,3.14,5.7,Shopping,en
footlocker.ca,31541,31541,19.9,3.23,5.9,Shopping,en
builders.co.za,31544,31544,22.5,2.3,3.76,Shopping,en
pretavoir.co.uk,31549,31549,15,9.59,24,Shopping,en
coinsmarketindex.net,31590,31590,35.3,0.96,1,Shopping,en
bad-dragon.com,31592,31592,25,1.78,2.6,Shopping,en
ecrater.com,31615,31615,24,2.03,3.2,Shopping,en
zoomtanzania.com,31629,31629,23.1,2.12,3.38,Shopping,en
aeropostale.com,31637,31637,20,3.25,6,Shopping,en
acnestudios.com,31650,31650,21,2.56,4.4,Shopping,en
betterworldbooks.com,31659,31659,21,2.8,4.9,Shopping,en
abt.com,31711,31711,26,1.61,2.3,Shopping,en
menshealth.co.uk,31760,31760,31,1.16,1.4,Shopping,en
shoponn.in,31765,31765,29.2,1.27,1.59,Shopping,en
shoprunner.com,31786,31786,24,1.83,2.8,Shopping,en
zavvi.com,31787,31787,23,2.01,3.1,Shopping,en
richersounds.com,31847,31847,23,2.11,3.4,Shopping,en
goshippo.com,31939,31939,22,2.42,4.1,Shopping,en
cardsagainsthumanity.com,31965,31965,30.9,1.13,1.4,Shopping,en
merrell.com,32018,32018,22,2.29,3.8,Shopping,en
tbdress.com,32057,32057,21,2.51,4.3,Shopping,en
playerup.com,32061,32061,19,3.37,6.5,Shopping,en
ajmadison.com,32098,32098,23,1.94,3,Shopping,en
atelieronweb.com,32130,32130,20,3,5.6,Shopping,en
forfansbyfans.com,32143,32143,20,2.81,5.1,Shopping,en
ha.com,32148,32148,21,2.66,4.7,Shopping,en
lookchem.com,32158,32158,23,2.06,3.3,Shopping,en
kerryexpress.com,32182,32182,27,1.42,1.9,Shopping,en
letsbld.com,32189,32189,29.2,1.22,1.5,Shopping,en
oocities.org,32192,32192,28,1.29,1.7,Shopping,en
dollargeneral.com,32215,32215,24,1.73,2.6,Shopping,en
kohler.com,32224,32224,21,2.41,4.2,Shopping,en
seagm.com,32234,32234,21,2.61,4.6,Shopping,en
deckbox.org,32241,32241,18,4.02,8.2,Shopping,en
hublot.com,32250,32250,28,1.3,1.7,Shopping,en
carhartt.com,32267,32267,20,2.78,5,Shopping,en
couponzguru.com,32278,32278,30.4,1.13,1.36,Shopping,en
awaytravel.com,32302,32302,24,1.76,2.7,Shopping,en
boxlunch.com,32303,32303,21,2.46,4.3,Shopping,en
sellanymobile.co.uk,32323,32323,15,7.14,17,Shopping,en
ebth.com,32373,32373,22,2.25,3.8,Shopping,en
fridaymarket.com,32400,32400,29.36,3.38,4.23,Shopping,en
thesouledstore.com,32424,32424,23.4,1.86,2.91,Shopping,en
velocityfrequentflyer.com,32520,32520,21.4,2.31,4,Shopping,en
zalora.com.ph,32527,32527,19,3.04,5.8,Shopping,en
g2play.net,32534,32534,22,2.07,3.4,Shopping,en
stewmac.com,32542,32542,22,2.2,3.7,Shopping,en
surfdome.com,32546,32546,20,2.65,4.8,Shopping,en
classicfootballshirts.co.uk,32547,32547,19,3.1,5.9,Shopping,en
upcitemdb.com,32610,32610,23,1.98,3.2,Shopping,en
nyandcompany.com,32617,32617,19,3.36,6.6,Shopping,en
bcbg.com,32620,32620,17,4.8,11,Shopping,en
sweetygame.com,32647,32647,16,5.41,12,Shopping,en
sinnersattire.com,32651,32651,18,3.7,7.6,Shopping,en
buyhatke.com,32679,32679,29,1.17,1.5,Shopping,en
weber.com,32702,32702,22,2.02,3.3,Shopping,en
calzedonia.com,32704,32704,19,3.01,5.7,Shopping,en
timberland.com,32707,32707,21,2.5,4.5,Shopping,en
moncler.com,32708,32708,22,2.2,3.8,Shopping,en
baopals.com,32709,32709,18,3.6,7.4,Shopping,en
startech.com,32717,32717,25,1.59,2.4,Shopping,en
wantitall.co.za,32718,32718,27.8,1.26,1.7,Shopping,en
cjponyparts.com,32755,32755,23,1.8,2.8,Shopping,en
husqvarna.com,32767,32767,23,1.86,3,Shopping,en
thorlabs.com,32853,32853,23,1.8,2.9,Shopping,en
pixelsurplus.com,32876,32876,25,1.56,2.3,Shopping,en
instagc.com,32910,32910,19,3.13,6.1,Shopping,en
madamenoire.com,32939,32939,28.2,1.2,1.6,Shopping,en
mdcomputers.in,32977,32977,18.6,3.24,6.39,Shopping,en
rode.com,33007,33007,23,1.87,3,Shopping,en
toysrus.ca,33022,33022,18,3.46,7,Shopping,en
sothebys.com,33023,33023,21,2.3,4.1,Shopping,en
lifestylestores.com,33056,33056,20.7,2.36,4.19,Shopping,en
smoktech.com,33062,33062,23,1.72,2.7,Shopping,en
craftsvilla.com,33073,33073,21.5,2.11,3.6,Shopping,en
justfashionnow.com,33083,33083,19,2.9,5.5,Shopping,en
pdfrog.com,33122,33122,31,1,1.2,Shopping,en
onedayonly.co.za,33123,33123,23.7,1.66,2.57,Shopping,en
clarks.co.uk,33176,33176,20,2.42,4.4,Shopping,en
zagg.com,33231,33231,20,2.63,4.9,Shopping,en
gentlemansgazette.com,33247,33247,28,1.16,1.5,Shopping,en
theeverygirl.com,33259,33259,25.9,1.36,1.9,Shopping,en
textbooks.com,33345,33345,27,1.25,1.7,Shopping,en
qwertee.com,33370,33370,26,1.4,2,Shopping,en
nfm.com,33383,33383,21,2.1,3.6,Shopping,en
danielwellington.com,33385,33385,21,2.17,3.8,Shopping,en
whatprice.com.pk,33416,33416,22.3,1.85,3.05,Shopping,en
knifecenter.com,33436,33436,20,2.43,4.4,Shopping,en
pewpewtactical.com,33467,33467,28.3,1.14,1.5,Shopping,en
schoolspecialty.com,33470,33470,21,2.22,3.9,Shopping,en
infowarsstore.com,33476,33476,19,2.69,5.1,Shopping,en
utshob.com,33482,33482,22,2.03,3.5,Shopping,en
masterofmalt.com,33530,33530,24,1.58,2.4,Shopping,en
iprice.my,33540,33540,26,1.33,1.9,Shopping,en
gumtree.sg,33546,33546,18.7,2.97,5.8,Shopping,en
hydroflask.com,33585,33585,20,2.47,4.5,Shopping,en
1000bulbs.com,33603,33603,22,1.88,3.1,Shopping,en
audiogon.com,33624,33624,23,1.74,2.8,Shopping,en
manybooks.net,33625,33625,22,1.83,3,Shopping,en
kraftly.com,33631,33631,20.5,2.27,4.07,Shopping,en
paulaschoice.com,33678,33678,22,1.87,3.1,Shopping,en
thehulltruth.com,33697,33697,20,2.49,4.6,Shopping,en
forhims.com,33708,33708,27.1,1.2,1.6,Shopping,en
americanapparel.com,33743,33743,19,2.62,5,Shopping,en
bmstores.co.uk,33746,33746,21,2.2,3.9,Shopping,en
punchbowl.com,33757,33757,23,1.71,2.8,Shopping,en
galianostore.com,33769,33769,21,2.1,3.7,Shopping,en
kyliecosmetics.com,33774,33774,20,2.25,4,Shopping,en
mintmobile.com,33782,33782,21,2.02,3.5,Shopping,en
airydress.com,33784,33784,18,3.24,6.6,Shopping,en
cycleworld.com,33804,33804,26,1.33,1.9,Shopping,en
cyberpowerpc.com,33806,33806,23,1.67,2.7,Shopping,en
swatch.com,33814,33814,20,2.38,4.4,Shopping,en
lazada.com,33825,33825,23,1.7,2.7,Shopping,en
valentino.com,33839,33839,19,2.8,5.5,Shopping,en
511tactical.com,33850,33850,20,2.46,4.6,Shopping,en
controller.com,33880,33880,18,3.06,6.2,Shopping,en
baghunter.com,33884,33884,21,1.96,3.4,Shopping,en
performancebike.com,33923,33923,21,2.01,3.5,Shopping,en
pricecharting.com,33971,33971,18,3.08,6.2,Shopping,en
buya.com,33978,33978,37.64,2.54,2.47,Shopping,en
kiehls.com,33990,33990,20,2.19,3.9,Shopping,en
vincerowatches.com,33997,33997,21,1.96,3.4,Shopping,en
sonicelectronix.com,34014,34014,20,2.44,4.6,Shopping,en
vouchercloud.com,34075,34075,25,1.33,1.9,Shopping,en
searchtempest.com,34090,34090,24,1.43,2.2,Shopping,en
structube.com,34099,34099,17,3.76,8.1,Shopping,en
tigermist.com.au,34114,34114,17,3.6,7.6,Shopping,en
merchnow.com,34125,34125,20,2.33,4.3,Shopping,en
tonaton.com,34201,34201,16.9,3.76,8.15,Shopping,en
iprice.ph,34208,34208,26,1.2,1.7,Shopping,en
dansdeals.com,34217,34217,25,1.39,2.1,Shopping,en
elektrotanya.com,34274,34274,23,1.53,2.4,Shopping,en
footaction.com,34285,34285,22,1.7,2.8,Shopping,en
uspoloassn.com,34308,34308,16.5,4.06,9,Shopping,en
behearty.com,34356,34356,21,1.94,3.4,Shopping,en
dropified.com,34374,34374,20,2.1,3.8,Shopping,en
repairmymobile.in,34383,34383,28.9,1.02,1.29,Shopping,en
ugg.com,34399,34399,19,2.4,4.5,Shopping,en
psprices.com,34403,34403,21,2,3.6,Shopping,en
choice.com.au,34434,34434,25,1.27,1.8,Shopping,en
pricedekho.com,34467,34467,26.3,1.19,1.66,Shopping,en
myfave.com,34472,34472,20.1,2.16,3.95,Shopping,en
thegrommet.com,34534,34534,23,1.56,2.5,Shopping,en
gearjunkie.com,34545,34545,27,1.11,1.5,Shopping,en
elfqrin.com,34558,34558,28.7,1.02,1.3,Shopping,en
rebelsport.com.au,34559,34559,19.8,2.22,4.1,Shopping,en
vans.co.uk,34563,34563,19,2.55,5,Shopping,en
tinydeal.com,34575,34575,20,2.07,3.8,Shopping,en
calvinklein.us,34583,34583,19,2.42,4.6,Shopping,en
yamahamotorsports.com,34594,34594,21,1.89,3.3,Shopping,en
rebatesme.com,34639,34639,17,3.2,6.9,Shopping,en
naturallycurly.com,34705,34705,24,1.36,2,Shopping,en
insight.com,34771,34771,22,1.61,2.6,Shopping,en
thegadgetflow.com,34814,34814,24,1.4,2.1,Shopping,en
oshopping.com.ph,34824,34824,30.67,4.97,5.951,Shopping,en
dsrcv.com,34859,34859,17,3.5,7.7,Shopping,en
omega.com,34866,34866,23,1.54,2.5,Shopping,en
primaryarms.com,34884,34884,24,1.35,2,Shopping,en
zales.com,34897,34897,21,1.85,3.3,Shopping,en
optumrx.com,34907,34907,22,1.65,2.8,Shopping,en
stylight.de,34930,34930,25,1.22,1.8,Shopping,en
ekwb.com,34932,34932,18,2.83,5.8,Shopping,en
jane.com,34935,34935,22,1.69,2.9,Shopping,en
holidappy.com,34945,34945,31,0.89,1.1,Shopping,en
yithemes.com,34961,34961,20,2.04,3.7,Shopping,en
xs-kw.com,35053,35053,21,1.87,3.3,Shopping,en
parrot.com,35069,35069,21,1.87,3.3,Shopping,en
bodenusa.com,35098,35098,17,3.04,6.4,Shopping,en
fcpeuro.com,35151,35151,20,2.08,3.9,Shopping,en
newfrog.com,35166,35166,23,1.49,2.4,Shopping,en
everything5pounds.com,35214,35214,15,5.38,13,Shopping,en
ibotta.com,35230,35230,22,1.53,2.5,Shopping,en
ooyyo.com,35258,35258,15,4.42,11,Shopping,en
keh.com,35266,35266,19,2.17,4.1,Shopping,en
horizonhobby.com,35294,35294,20,2.11,4,Shopping,en
kenzo.com,35330,35330,19,2.1,4,Shopping,en
well.ca,35335,35335,19,2.25,4.4,Shopping,en
yoins.com,35368,35368,16,3.7,8.4,Shopping,en
borrowlenses.com,35386,35386,21,1.75,3.1,Shopping,en
schuh.co.uk,35387,35387,20,2.04,3.8,Shopping,en
marketplace.tf,35411,35411,19,2.16,4.1,Shopping,en
ridgewallet.com,35428,35428,22,1.6,2.7,Shopping,en
grove.co,35461,35461,21,1.74,3.1,Shopping,en
framesdirect.com,35480,35480,20,1.97,3.6,Shopping,en
philips.co.in,35516,35516,20,1.93,3.5,Shopping,en
discordemoji.com,35519,35519,17,2.82,5.9,Shopping,en
jmbullion.com,35555,35555,20,1.98,3.7,Shopping,en
honda.ca,35556,35556,20,1.86,3.4,Shopping,en
the-digital-picture.com,35587,35587,25,1.19,1.8,Shopping,en
tehranmelody.com,35592,35592,18,2.74,5.7,Shopping,en
balr.com,35603,35603,17,3.2,7.1,Shopping,en
pexda.com,35638,35638,16,3.6,8.2,Shopping,en
allenedmonds.com,35640,35640,19,2.08,4,Shopping,en
biblio.com,35648,35648,24,1.27,1.9,Shopping,en
publicstorage.com,35699,35699,20,1.92,3.6,Shopping,en
adnose.com,35728,35728,15,4.6,11,Shopping,en
myvaporstore.com,35744,35744,19,2.28,4.5,Shopping,en
carandclassic.co.uk,35745,35745,18,2.52,5.2,Shopping,en
gift.one,35769,35769,21,1.6,2.8,Shopping,en
justfab.com,35773,35773,18,2.45,5,Shopping,en
smartcanucks.ca,35784,35784,16,3.86,9,Shopping,en
brandless.com,35788,35788,22,1.43,2.3,Shopping,en
missguidedus.com,35860,35860,18,2.37,4.8,Shopping,en
boxofficeindia.com,35865,35865,23.1,1.33,2.1,Shopping,en
getfpv.com,35882,35882,19,2.08,4,Shopping,en
diytrade.com,35906,35906,21,1.6,2.7,Shopping,en
mywedding.com,35952,35952,24,1.2,1.8,Shopping,en
infibeam.com,35964,35964,22.8,1.36,2.2,Shopping,en
americanmusical.com,35967,35967,20,1.9,3.5,Shopping,en
bookfinder.com,35979,35979,24,1.22,1.9,Shopping,en
carflexi.com,35980,35980,21,1.69,3,Shopping,en
evepraisal.com,35998,35998,23,1.4,2.3,Shopping,en
igp.com,36003,36003,18.7,2.2,4.33,Shopping,en
thehut.com,36010,36010,18,2.5,5.2,Shopping,en
penguinmagic.com,36030,36030,19,2.17,4.3,Shopping,en
inkbox.com,36031,36031,18,2.51,5.2,Shopping,en
chairish.com,36094,36094,20,1.86,3.4,Shopping,en
carparts.com,36126,36126,22,1.4,2.3,Shopping,en
tactics.com,36131,36131,18,2.34,4.7,Shopping,en
dsmtool.com,36132,36132,19,2.2,4.3,Shopping,en
thedoublef.com,36136,36136,16,3.2,7.2,Shopping,en
endicia.com,36137,36137,21,1.68,3,Shopping,en
maxmara.com,36151,36151,17,2.9,6.4,Shopping,en
startech.com.bd,36184,36184,19.8,1.83,3.38,Shopping,en
marieclaire.co.uk,36223,36223,28,0.91,1.2,Shopping,en
ducati.com,36225,36225,22,1.47,2.5,Shopping,en
milanoo.com,36239,36239,18,2.26,4.5,Shopping,en
patpat.com,36250,36250,17,2.59,5.4,Shopping,en
artmolds.com,36278,36278,20,1.87,3.5,Shopping,en
indochino.com,36279,36279,18,2.18,4.3,Shopping,en
goto.com.pk,36316,36316,21.6,1.48,2.51,Shopping,en
justineclenquet.com,36338,36338,18,2.4,5,Shopping,en
shopback.sg,36365,36365,21,1.59,2.8,Shopping,en
weekday.com,36366,36366,17,2.57,5.4,Shopping,en
cheapdealfinders.com,36368,36368,20,1.77,3.3,Shopping,en
blair.com,36381,36381,18,2.36,4.8,Shopping,en
pwcats.info,36404,36404,16.3,3.12,7.01,Shopping,en
3docean.net,36415,36415,24,1.1,1.7,Shopping,en
blendswap.com,36419,36419,17,2.74,5.9,Shopping,en
nissanfinance.com,36440,36440,16,3.23,7.3,Shopping,en
cdandlp.com,36483,36483,19,1.88,3.6,Shopping,en
kickz.com,36524,36524,17,2.52,5.3,Shopping,en
mycutegames.com,36599,36599,18,2.1,4.2,Shopping,en
stylekorean.com,36613,36613,16,3.55,8.4,Shopping,en
tissotwatches.com,36658,36658,20,1.62,2.9,Shopping,en
champion.com,36670,36670,19,1.82,3.4,Shopping,en
bespokepost.com,36671,36671,22,1.33,2.2,Shopping,en
displayspecifications.com,36694,36694,22,1.43,2.4,Shopping,en
bohme.com,36716,36716,27.88,4.05,5.331,Shopping,en
movie2k.to,36724,36724,23,1.21,1.9,Shopping,en
didigames.com,36827,36827,17,2.43,5.1,Shopping,en
mechanicalkeyboards.com,36864,36864,25,1.04,1.5,Shopping,en
carrefouruae.com,36909,36909,19.5,1.78,3.4,Shopping,en
petsathome.com,36936,36936,17,2.58,5.6,Shopping,en
kirklands.com,36953,36953,16,3.43,8.1,Shopping,en
toyota.ca,36964,36964,18,2.02,4,Shopping,en
riyasewana.com,36978,36978,15,4.1,10,Shopping,en
nurserylive.com,36980,36980,17.8,2.25,4.64,Shopping,en
gocar.be,37028,37028,18,2.1,4.2,Shopping,en
childsplayclothing.co.uk,37088,37088,14,5.1,14,Shopping,en
scott-sports.com,37095,37095,18,2.19,4.5,Shopping,en
supplyhouse.com,37132,37132,19,1.96,3.9,Shopping,en
firestonecompleteautocare.com,37141,37141,21,1.49,2.6,Shopping,en
cigarsinternational.com,37197,37197,17,2.47,5.3,Shopping,en
rmilat.com,37201,37201,29,0.82,1.04,Shopping,en
zamnesia.com,37203,37203,21,1.47,2.6,Shopping,en
peakdesign.com,37245,37245,19,1.8,3.5,Shopping,en
bdgastore.com,37249,37249,19,1.9,3.7,Shopping,en
zenmarket.jp,37253,37253,18,2.02,4.1,Shopping,en
mrp.com,37293,37293,16.5,2.69,6,Shopping,en
teechip.com,37333,37333,22,1.31,2.2,Shopping,en
baseblu.com,37347,37347,20,1.6,3,Shopping,en
buydig.com,37356,37356,21,1.37,2.4,Shopping,en
btcmarkets.net,37386,37386,23,1.22,2,Shopping,en
cabelas.ca,37485,37485,16,2.71,6.1,Shopping,en
cannondale.com,37500,37500,22,1.3,2.1,Shopping,en
iproperty.com.my,37513,37513,18.7,1.84,3.61,Shopping,en
003ms.ru,37517,37517,23.1,1.15,1.83,Shopping,en
heromotocorp.com,37520,37520,20.4,1.49,2.69,Shopping,en
jins.com,37530,37530,18,2,3.9,Shopping,en
thetiebar.com,37564,37564,16,2.73,6.2,Shopping,en
go4worldbusiness.com,37575,37575,18,2.08,4.3,Shopping,en
laptopsdirect.co.uk,37579,37579,20,1.53,2.8,Shopping,en
aftoo.com,37581,37581,43.67,1.38,1.16,Shopping,en
franchiseindia.com,37615,37615,20,1.47,2.6,Shopping,en
mybobs.com,37617,37617,17,2.3,4.9,Shopping,en
partselect.com,37645,37645,20,1.49,2.7,Shopping,en
qvcuk.com,37651,37651,16,2.97,6.9,Shopping,en
resellerratings.com,37684,37684,22,1.3,2.2,Shopping,en
renesas.com,37688,37688,19,1.8,3.6,Shopping,en
wowcher.co.uk,37747,37747,22,1.29,2.2,Shopping,en
igeekphone.com,37779,37779,30.94,2.14,2.54,Shopping,en
vapewild.com,37798,37798,18,2.06,4.3,Shopping,en
autopartswarehouse.com,37801,37801,20,1.61,3,Shopping,en
wiseboutique.com,37811,37811,18,2,4,Shopping,en
taxact.com,37818,37818,18,2.04,4.2,Shopping,en
runnerclick.com,37823,37823,25,0.96,1.4,Shopping,en
roadbikereview.com,37833,37833,25,0.95,1.4,Shopping,en
primermagazine.com,37878,37878,24,1.02,1.5,Shopping,en
zombs.io,37889,37889,28.8,0.79,1,Shopping,en
prizerebel.com,37914,37914,19,1.79,3.5,Shopping,en
ozsale.com.au,37947,37947,19,1.76,3.4,Shopping,en
extremeterrain.com,37977,37977,17,2.35,5.1,Shopping,en
etudehouse.com,37992,37992,17,2.32,5,Shopping,en
pwdatabase.com,38049,38049,16,2.74,6.3,Shopping,en
sellerlabs.com,38077,38077,18,1.86,3.8,Shopping,en
francescas.com,38078,38078,17,2.31,5,Shopping,en
ikmultimedia.com,38079,38079,20,1.5,2.9,Shopping,en
scalemates.com,38114,38114,19,1.6,3.2,Shopping,en
kpoptown.com,38167,38167,17,2.25,4.9,Shopping,en
bicyclebluebook.com,38182,38182,21,1.32,2.3,Shopping,en
mybangla24.com,38186,38186,20.1,1.45,2.66,Shopping,en
realtruck.com,38237,38237,19,1.64,3.2,Shopping,en
benetton.com,38239,38239,16,2.63,6,Shopping,en
benjaminmoore.com,38309,38309,17,2.14,4.6,Shopping,en
hdrihaven.com,38319,38319,19,1.5,2.9,Shopping,en
kay.com,38331,38331,17,2.09,4.4,Shopping,en
vqfit.com,38367,38367,16,2.9,6.8,Shopping,en
sperry.com,38369,38369,18,1.89,3.9,Shopping,en
dudeiwantthat.com,38391,38391,22,1.14,1.9,Shopping,en
yoycart.com,38471,38471,21,1.3,2.3,Shopping,en
rockbottomgolf.com,38480,38480,16,2.54,5.8,Shopping,en
stussy.com,38482,38482,17,2.3,5,Shopping,en
