url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category
lawson.co.jp,14863,14863,54,4.3,3,Shopping
robotshop.com,14871,14871,44,7.23,6,Shopping
irtelecom.az,14889,14889,44.8,7.04,5.77,Shopping
okazii.ro,14894,14894,49.8,5.2,3.84,Shopping
topman.com,14906,14906,47,6.04,4.7,Shopping
myauto.ge,14910,14910,36.9,13.7,13.6,Shopping
grasscity.com,14916,14916,62.4,3.1,1.82,Shopping
yachtworld.com,14921,14921,44.7,7,5.74,Shopping
90sheji.com,14930,14930,43,7.7,6.5,Shopping
sdelaysam-svoimirukami.ru,14935,14935,63.5,3,1.73,Shopping
supercoloring.com,14949,14949,48.1,5.62,4.3,Shopping
mvmtwatches.com,14953,14953,50,5.01,3.7,Shopping
gilt.com,14961,14961,48,5.61,4.3,Shopping
billiger.de,14971,14971,60.8,3.23,1.95,Shopping
prisjakt.no,14979,14979,57.6,3.6,2.29,Shopping
off---white.com,14983,14983,47,5.88,4.6,Shopping
disney.co.jp,14985,14985,53,4.4,3,Shopping
radiomars.ma,14992,14992,86.34,7.92,3.366,Shopping
inboxdollars.com,15027,15027,42.9,7.74,6.61,Shopping
sportsstardaily.co,15029,15029,76.7,2.18,1.05,Shopping
shopstyle.co.jp,15036,15036,57,3.7,2.4,Shopping
aldi-nord.de,15059,15059,47.5,5.66,4.37,Shopping
champssports.com,15066,15066,47,5.82,4.5,Shopping
5lux.com,15078,15078,52,4.5,3.2,Shopping
lotto.de,15080,15080,60.3,3.21,1.96,Shopping
hautelook.com,15083,15083,46.7,5.92,4.65,Shopping
zoro.com,15089,15089,56.3,3.7,2.41,Shopping
shopathome.com,15104,15104,58,3.46,2.19,Shopping
kuantokusta.pt,15112,15112,55,3.93,2.6,Shopping
gazeteler.com,15130,15130,75.1,2.21,1.08,Shopping
davidsbridal.com,15131,15131,42,7.99,7,Shopping
advice.co.th,15133,15133,42.8,7.58,6.5,Shopping
emag.bg,15146,15146,44.3,6.78,5.61,Shopping
remax.com,15154,15154,54.5,3.92,2.64,Shopping
huajiao.com,15157,15157,44,7.07,6,Shopping
kontakt.az,15161,15161,44.3,6.76,5.61,Shopping
magicseaweed.com,15193,15193,56.5,3.59,2.33,Shopping
nalehko.com,15194,15194,69.3,2.46,1.3,Shopping
pincode.net.in,15202,15202,64.1,2.8,1.61,Shopping
elementvape.com,15230,15230,51.8,4.34,3.07,Shopping
costco.com.tw,15235,15235,47.3,5.5,4.27,Shopping
geihui.com,15241,15241,48,5.4,4.2,Shopping
stores.jp,15254,15254,50,4.7,3.4,Shopping
dvdprime.com,15271,15271,61,3.04,1.8,Shopping
meo.pt,15285,15285,48.2,5.14,3.9,Shopping
techport.ru,15287,15287,48.5,5.06,3.83,Shopping
chemistwarehouse.com.au,15289,15289,47,5.36,4.2,Shopping
hktdc.com,15296,15296,51,4.45,3.2,Shopping
kaigai-tsuhan.com,15304,15304,50,4.6,3.3,Shopping
nttxstore.jp,15315,15315,50,4.6,3.4,Shopping
prada.com,15317,15317,43,6.98,5.9,Shopping
websosanh.vn,15323,15323,52,4.21,2.97,Shopping
congstar.de,15324,15324,45.5,5.99,4.84,Shopping
chimerarevo.com,15342,15342,67,2.55,1.4,Shopping
everafterguide.net,15359,15359,65.8,2.6,1.4,Shopping
footyheadlines.com,15366,15366,47,5.31,4.1,Shopping
zalora.co.id,15368,15368,45.2,6.03,4.89,Shopping
wjyt-china.org,15369,15369,53,4,2.7,Shopping
cpuboss.com,15381,15381,61.4,2.93,1.75,Shopping
pricerunner.dk,15393,15393,59,3.15,1.96,Shopping
walmartone.com,15423,15423,41.2,7.89,7.03,Shopping
kupindo.com,15426,15426,40.6,8.24,7.44,Shopping
wiggle.co.uk,15439,15439,45,5.97,4.9,Shopping
gigantti.fi,15452,15452,47.1,5.26,4.1,Shopping
jumia.com.gh,15481,15481,52.9,3.91,2.72,Shopping
etrailer.com,15483,15483,52.3,4,2.81,Shopping
brickseek.com,15496,15496,56,3.43,2.25,Shopping
deere.com,15497,15497,41.2,7.73,6.89,Shopping
wal-mart.com,15507,15507,39.8,8.66,7.99,Shopping
lidl.fr,15518,15518,61,2.85,1.7,Shopping
cduniverse.com,15524,15524,65,2.55,1.4,Shopping
allposters.com,15534,15534,48.7,4.71,3.55,Shopping
ebuyer.com,15545,15545,46.9,5.19,4.1,Shopping
everymac.com,15552,15552,62.5,2.74,1.61,Shopping
superstreetbike.com,15571,15571,58.4,3.11,1.96,Shopping
pishkhaan.net,15575,15575,56.8,3.28,2.12,Shopping
bensbargains.com,15583,15583,61.7,2.79,1.66,Shopping
toryburch.com,15605,15605,44,6.3,5.3,Shopping
clickindia.com,15607,15607,52.2,3.92,2.76,Shopping
journaldesfemmes.com,15608,15608,45,5.55,4.5,Shopping
antonioli.eu,15621,15621,47,5,3.9,Shopping
burdastyle.ru,15624,15624,49.6,4.41,3.27,Shopping
zalando.se,15630,15630,40.2,8.08,7.38,Shopping
pcfactory.cl,15638,15638,44.3,5.93,4.91,Shopping
igraal.com,15644,15644,47,4.97,3.9,Shopping
enjoei.com.br,15670,15670,42.4,6.71,5.81,Shopping
sunlight.net,15685,15685,42.9,6.44,5.51,Shopping
torrid.com,15686,15686,40.4,7.74,7.03,Shopping
onebackpage.com,15692,15692,54.82,23.62,15.82,Shopping
shoppersstop.com,15701,15701,49.3,4.37,3.25,Shopping
namshi.com,15725,15725,39,8.78,8.3,Shopping
converse.com,15726,15726,51.1,4,2.9,Shopping
dlink.com,15736,15736,54.9,3.38,2.3,Shopping
accesstrade.net,15742,15742,43,6.39,5.5,Shopping
vergleich.org,15749,15749,67.9,2.3,1.2,Shopping
corotos.com.do,15755,15755,43.5,6.06,5.11,Shopping
zalando.ch,15757,15757,36,11.4,12,Shopping
rocketstock.com,15758,15758,53.4,3.59,2.47,Shopping
maltapark.com,15764,15764,53.29,26.57,18.3,Shopping
rossmann.de,15782,15782,45.8,5.2,4.2,Shopping
4club.com,15789,15789,56,3.23,2.12,Shopping
reliancetrends.com,15795,15795,42,6.68,5.84,Shopping
avval.ir,15797,15797,47.6,4.7,3.63,Shopping
niuza.com,15805,15805,43,6.1,5.2,Shopping
8264.com,15821,15821,44,5.7,4.7,Shopping
sideshowtoy.com,15824,15824,45.7,5.19,4.16,Shopping
cpykami.ru,15831,15831,60.7,2.74,1.65,Shopping
pixta.jp,15833,15833,46,5.2,4.2,Shopping
mastergrad.com,15837,15837,61.6,2.66,1.58,Shopping
linio.com.mx,15839,15839,45.6,5.21,4.19,Shopping
carsguide.com.au,15867,15867,51.4,3.82,2.73,Shopping
stories.com,15869,15869,41,7.09,6.4,Shopping
ponparemall.com,15872,15872,44,5.6,4.6,Shopping
pigu.lt,15881,15881,42.4,6.35,5.5,Shopping
cdon.se,15883,15883,44.9,5.37,4.39,Shopping
vivastreet.com,15889,15889,39,8.44,8,Shopping
omanair.com,15892,15892,48.7,4.33,3.26,Shopping
foxtrot.com.ua,15894,15894,46.8,4.81,3.77,Shopping
tiffany.com,15917,15917,45,5.26,4.3,Shopping
hpshopping.in,15918,15918,50.4,3.95,2.87,Shopping
food123.com.tw,15948,15948,89.68,6.2,2.54,Shopping
superdrug.com,15949,15949,46.9,4.72,3.7,Shopping
shop.az,15956,15956,14.94,1.37,3.375,Shopping
goodlife.tw,15970,15970,104.57,4.54,1.59,Shopping
zanbil.ir,16000,16000,46,4.88,3.9,Shopping
jetpens.com,16005,16005,41.7,6.44,5.7,Shopping
flannels.com,16008,16008,42,6.39,5.6,Shopping
spr.ru,16051,16051,58.6,2.8,1.75,Shopping
kanui.com.br,16053,16053,43.2,5.73,4.86,Shopping
yesasia.com,16060,16060,45,5.14,4.2,Shopping
komus.ru,16063,16063,40.3,7.06,6.44,Shopping
reddressboutique.com,16068,16068,63.37,12.23,7.085,Shopping
cyclingweekly.com,16080,16080,60.9,2.6,1.6,Shopping
renttherunway.com,16090,16090,38.5,8.11,7.73,Shopping
pccasegear.com,16095,16095,42.7,5.87,5.05,Shopping
aldi.us,16105,16105,49,4.06,3.05,Shopping
ferra.ru,16111,16111,59.3,2.71,1.68,Shopping
privatesportshop.fr,16113,16113,41,6.68,6,Shopping
poedb.tw,16135,16135,44,5.34,4.5,Shopping
globrand.com,16137,16137,47,4.4,3.4,Shopping
tkec.com.tw,16143,16143,44.8,5.06,4.14,Shopping
straighttalk.com,16148,16148,40.1,7,6.41,Shopping
aprovaconcursos.com.br,16176,16176,46.1,4.66,3.7,Shopping
picclick.it,16181,16181,43,5.56,4.7,Shopping
golfdigest.co.jp,16183,16183,44,5.3,4.4,Shopping
ostin.com,16184,16184,41.8,6.12,5.38,Shopping
norauto.fr,16196,16196,45,4.88,4,Shopping
lc9889.com,16207,16207,35,11.3,12,Shopping
biglots.com,16209,16209,43.9,5.28,4.41,Shopping
ucuztap.az,16210,16210,46.1,4.63,3.69,Shopping
northerntool.com,16217,16217,48.7,4.01,3.02,Shopping
profi.ru,16228,16228,51.1,3.58,2.57,Shopping
doz.pl,16232,16232,46.2,4.56,3.62,Shopping
shippingeasy.com,16234,16234,37.9,8.23,7.97,Shopping
cart.tmall.com,16257,16257,72,2,1,Shopping
fotosklad.ru,16259,16259,47.9,4.16,3.19,Shopping
herbuy.com.tw,16272,16272,35,11,12,Shopping
tricolor.tv,16280,16280,47,4.33,3.38,Shopping
dickblick.com,16282,16282,42.2,5.81,5.06,Shopping
sakidori.co,16291,16291,65,2.2,1.3,Shopping
thereformation.com,16312,16312,41,6.27,5.6,Shopping
htmlcolorcodes.com,16321,16321,66.4,2.17,1.2,Shopping
jeunesseglobal.com,16347,16347,38,7.71,7.4,Shopping
local.ch,16361,16361,52,3.35,2.4,Shopping
moteur.ma,16368,16368,60.72,15.9,9.612,Shopping
mobiledokan.com,16381,16381,42.6,5.52,4.76,Shopping
sephora.fr,16384,16384,41,6.11,5.5,Shopping
cultbeauty.co.uk,16389,16389,40,6.81,6.3,Shopping
mec.ca,16400,16400,42.3,5.6,4.86,Shopping
tradesparq.com,16420,16420,45.3,4.61,3.7,Shopping
sims4updates.net,16422,16422,36,9.49,9.7,Shopping
flyeralarm.com,16426,16426,38,7.64,7.3,Shopping
road.cc,16444,16444,58.6,2.61,1.6,Shopping
37.com,16488,16488,47,4.2,3.3,Shopping
adameve.com,16493,16493,38.8,7.13,6.75,Shopping
aboutyou.de,16498,16498,49.5,3.65,2.71,Shopping
dishtv.in,16504,16504,40.8,6.1,5.49,Shopping
tips.net,16505,16505,66.6,2.11,1.16,Shopping
bhldn.com,16513,16513,39,6.78,6.3,Shopping
makeupalley.com,16514,16514,41.7,5.66,4.98,Shopping
medimops.de,16515,16515,41.7,5.67,5,Shopping
vestiairecollective.com,16519,16519,45,4.48,3.6,Shopping
columbia.com,16527,16527,41.9,5.6,4.91,Shopping
nflshop.com,16528,16528,43.7,4.96,4.2,Shopping
eastdane.com,16529,16529,43,5.15,4.4,Shopping
drivethrurpg.com,16562,16562,42.6,5.28,4.55,Shopping
bluecrate.com,16564,16564,54.8,2.9,1.94,Shopping
guidechem.com,16565,16565,36,8.74,8.8,Shopping
idefix.com,16567,16567,42.7,5.25,4.52,Shopping
dmsguild.com,16569,16569,43,5.1,4.3,Shopping
lookfantastic.com,16612,16612,42,5.62,5,Shopping
iguang.tw,16619,16619,95.65,4.51,1.73,Shopping
myregistry.com,16622,16622,67.3,8.68,4.733,Shopping
euroset.ru,16629,16629,46.9,4.03,3.15,Shopping
eddiebauer.com,16638,16638,38.3,7.12,6.82,Shopping
knoji.com,16647,16647,54.3,2.91,1.96,Shopping
yaoota.com,16648,16648,58.4,2.54,1.6,Shopping
tessabit.com,16651,16651,43,5,4.2,Shopping
bunjang.co.kr,16654,16654,50,3.43,2.5,Shopping
tepintehui.com,16667,16667,61,2.3,1.4,Shopping
giant-bicycles.com,16683,16683,43,4.86,4.1,Shopping
pcworld.co.uk,16708,16708,43.5,4.82,4.1,Shopping
doctorofcredit.com,16712,16712,49,3.59,2.69,Shopping
startpagina.nl,16716,16716,63.8,2.17,1.3,Shopping
titan.co.in,16717,16717,43.3,4.89,4.15,Shopping
lidl.es,16722,16722,52,3.09,2.2,Shopping
mall.sk,16725,16725,45,4.39,3.58,Shopping
childrensalon.com,16727,16727,35,9.35,9.8,Shopping
shopotam.ru,16752,16752,49.7,3.44,2.54,Shopping
olx.com.ec,16756,16756,36.3,8.33,8.44,Shopping
iqshw.com,16759,16759,51,3.2,2.3,Shopping
pcdiy.com.tw,16776,16776,116.55,3.36,1.06,Shopping
industrybuying.com,16778,16778,46.9,3.93,3.08,Shopping
avrorra.com,16779,16779,63.6,2.16,1.25,Shopping
electrodepot.fr,16781,16781,41,5.43,4.8,Shopping
lioncomputer.com,16792,16792,48.2,3.66,2.78,Shopping
ebay.pl,16799,16799,41.9,5.25,4.6,Shopping
zalando.no,16804,16804,36.3,8.2,8.29,Shopping
rvtrader.com,16820,16820,40.1,5.94,5.43,Shopping
computeruniverse.ru,16840,16840,39.7,6.12,5.66,Shopping
livrariacultura.com.br,16842,16842,52,3.11,2.2,Shopping
bestsecret.com,16843,16843,39.8,6.03,5.5,Shopping
bueromarkt-ag.de,16850,16850,43.1,4.8,4.1,Shopping
peixeurbano.com.br,16853,16853,45.7,4.12,3.31,Shopping
fanli.com,16857,16857,43,4.7,4,Shopping
couponbirds.com,16863,16863,61,2.28,1.4,Shopping
dedeman.ro,16884,16884,41.7,5.21,4.59,Shopping
sneakersnstuff.com,16886,16886,46,3.99,3.2,Shopping
cedyna.co.jp,16901,16901,41,5.5,4.9,Shopping
miniaturemarket.com,16922,16922,44,4.43,3.7,Shopping
evanscycles.com,16939,16939,45.9,4.01,3.21,Shopping
zdface.com,16949,16949,50,3.3,2.4,Shopping
egou.com,16952,16952,65,2,1.1,Shopping
pcgarage.ro,16955,16955,38.4,6.58,6.29,Shopping
lenskart.com,16970,16970,42.6,4.82,4.15,Shopping
mobihall.com,16971,16971,51.1,3.12,2.24,Shopping
holodilnik.ru,16978,16978,40.1,5.73,5.25,Shopping
forzieri.com,16991,16991,44,4.5,3.8,Shopping
worthpoint.com,16994,16994,55.2,2.66,1.8,Shopping
belk.com,16995,16995,42,5.15,4.5,Shopping
kosmetista.ru,17007,17007,42.6,4.79,4.12,Shopping
famousfootwear.com,17025,17025,37.6,6.89,6.7,Shopping
roguefitness.com,17041,17041,41.9,4.98,4.36,Shopping
limeroad.com,17053,17053,49.1,3.35,2.51,Shopping
sony.com.cn,17057,17057,50,3.3,2.4,Shopping
pantone.com,17065,17065,47.5,3.61,2.8,Shopping
kayak.es,17084,17084,47,3.66,2.9,Shopping
lacoste.com,17094,17094,41,5.37,4.8,Shopping
goodrx.com,17095,17095,49.9,3.22,2.37,Shopping
brighthouse.com,17106,17106,43.5,4.45,3.76,Shopping
sidex.ru,17121,17121,53.1,2.81,1.95,Shopping
21vek.by,17131,17131,42,4.86,4.25,Shopping
thelist.com,17135,17135,38.8,6.09,5.76,Shopping
liecheng.cn,17162,17162,53,2.8,2,Shopping
mercatomatureflirt.com,17171,17171,67,1.9,1,Shopping
dd373.com,17175,17175,33,11.1,12,Shopping
gapcanada.ca,17185,17185,42.7,4.61,3.96,Shopping
bigw.com.au,17191,17191,44.1,4.22,3.52,Shopping
birkenstock.com,17205,17205,42,4.86,4.3,Shopping
cashkaro.com,17213,17213,50.3,3.09,2.25,Shopping
ichip.ru,17231,17231,59.8,2.23,1.37,Shopping
skidkaonline.ru,17238,17238,44.5,4.1,3.38,Shopping
mtbr.com,17239,17239,52.6,2.81,1.96,Shopping
gendama.jp,17247,17247,36,7.53,7.7,Shopping
croma.com,17251,17251,47.6,3.47,2.68,Shopping
price.ua,17255,17255,50.6,3.03,2.19,Shopping
elecom.co.jp,17275,17275,48,3.4,2.6,Shopping
lativ.com.tw,17293,17293,32.8,10.4,11.6,Shopping
thisiswhyimbroke.com,17300,17300,61.3,2.12,1.27,Shopping
repairclinic.com,17321,17321,44.7,3.96,3.25,Shopping
iwanbanaran.com,17326,17326,83.49,7.38,3.246,Shopping
