url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category
dwsports.com,220427,220427,2.1,0.24,4.1,Shopping
stoffe-hemmers.de,220520,220520,2,0.29,5.2,Shopping
samarafishing.ru,220531,220531,2,0.29,5.3,Shopping
camisetafeitadepet.com.br,221167,221167,3.1,0.11,1,Shopping
riotsociety.com,221305,221305,2.1,0.27,4.9,Shopping
calcprofi.com,221504,221504,3.1,0.11,1.3,Shopping
9thws.com,221986,221986,2.5,0.16,2,Shopping
genelife.jp,223745,223745,2.4,0.17,3,Shopping
wooxify.com,223792,223792,2.5,0.16,2.4,Shopping
chookandgeek.ru,224998,224998,2.3,0.19,3,Shopping
golfbox.com.au,225235,225235,1.9,0.29,5.4,Shopping
normansrareguitars.com,225407,225407,2,0.27,4.9,Shopping
fifo.sk,225590,225590,1.8,0.34,6.7,Shopping
buyspares.es,225736,225736,2.4,0.17,2.6,Shopping
vizpartsdirect.com,225772,225772,2.1,0.22,3.7,Shopping
milkshaving.info,225930,225930,3.4,0.09,1,Shopping
xfit.ru,226739,226739,2.2,0.2,3.3,Shopping
kitstore.jp,227516,227516,2.3,0.18,3,Shopping
zoon.az,227790,227790,2.8,0.12,1.6,Shopping
akaricenter.com,228300,228300,2.4,0.16,2,Shopping
towsure.com,228434,228434,2.2,0.19,3.1,Shopping
dynaudio.com,228468,228468,2.3,0.17,2.7,Shopping
skrivnikontakt.com,228822,228822,1.9,0.28,5.3,Shopping
whatsyourdreamcar.com,229014,229014,3.2,0.1,1.1,Shopping
wd40.com,229094,229094,2.5,0.14,2,Shopping
mydomainehome.com.au,229435,229435,2.5,0.15,2.2,Shopping
usedairsoft.co.uk,229892,229892,1.8,0.35,7.3,Shopping
hiwaldo.com,230824,230824,2.2,0.18,3,Shopping
tryandreview.com,231259,231259,1.9,0.26,4.9,Shopping
idea-shopping.it,231388,231388,2.7,0.12,1.6,Shopping
preventivi.it,231698,231698,2.2,0.18,2.9,Shopping
panasonic.tmall.com,231780,231780,2,0.18,3,Shopping
shopnasa.com,232064,232064,1.9,0.27,5.3,Shopping
qloudea.com,232537,232537,2.4,0.15,2.2,Shopping
computeandmore.com,232750,232750,1.7,0.4,8.7,Shopping
greekgear.com,232824,232824,2.2,0.18,3,Shopping
gatta.pl,233769,233769,1.9,0.25,4.8,Shopping
compado.at,233788,233788,3.1,0.09,1.1,Shopping
usbkill.com,234262,234262,2.5,0.14,2,Shopping
4rgos.it,234415,234415,2.9,0.1,1.3,Shopping
shy7lo.com,234827,234827,1.9,0.24,4.4,Shopping
store-cebedmpn.mybigcommerce.com,234995,234995,2.3,0.16,2.5,Shopping
shopomo.com,235428,235428,3.2,0.09,1,Shopping
lastminute-auction.com,236967,236967,1.8,0.3,6.3,Shopping
10toptest.de,237072,237072,3.1,0.09,1,Shopping
kitaec.ua,237352,237352,1.9,0.23,4.3,Shopping
rectecgrills.com,237954,237954,2,0.21,3.9,Shopping
audi.at,237976,237976,2.1,0.19,3.4,Shopping
mangarden.pl,238643,238643,1.6,0.38,8.4,Shopping
olele.bg,238854,238854,2.2,0.17,2.8,Shopping
juraprofi.de,239413,239413,2,0.21,3.9,Shopping
hikvision.tmall.com,239657,239657,2,0.17,3,Shopping
aftco.com,239818,239818,2.2,0.16,2.7,Shopping
minnetonkamoccasin.com,239901,239901,2,0.2,3.7,Shopping
agahisabz.com,239990,239990,1.5,0.55,14,Shopping
dedoles.sk,240229,240229,2.1,0.18,3.1,Shopping
bollywoodbreakfast.com,240630,240630,2.7,0.11,1.4,Shopping
trevcoinc.com,241602,241602,1.5,0.51,13,Shopping
husqvarnaviking.com,242068,242068,2.1,0.17,2.9,Shopping
codetable.net,242211,242211,2.4,0.13,2,Shopping
compareandrecycle.co.uk,242233,242233,2.1,0.17,3.1,Shopping
shouhizei.info,242242,242242,2.6,0.11,2,Shopping
studio-22.com,243042,243042,2.1,0.17,3,Shopping
beauti-full.ru,243131,243131,1.9,0.22,4.4,Shopping
romanogioielli.it,243256,243256,1.3,0.79,22,Shopping
boardgame.vn,243401,243401,2.1,0.17,3,Shopping
mod.kz,243929,243929,2.9,0.09,1.1,Shopping
vesternet.com,243964,243964,2,0.17,3.1,Shopping
sferaufficio.com,245092,245092,2,0.19,3.5,Shopping
kopirka.ru,245218,245218,2.2,0.15,2.5,Shopping
1upnutrition.com,245289,245289,1.9,0.2,3.8,Shopping
phytolift.jp,245309,245309,2,0.18,3,Shopping
colchones.es,245635,245635,2.2,0.14,2.3,Shopping
carlings.com,245671,245671,1.7,0.27,5.7,Shopping
mgbwhome.com,245788,245788,1.9,0.2,4,Shopping
aventiran.ir,246055,246055,1.7,0.28,6.1,Shopping
wiwaa.com,246387,246387,1.5,0.42,10,Shopping
zoro.co.uk,247028,247028,2.9,0.09,1.1,Shopping
murasaki.jp,247135,247135,2.1,0.15,3,Shopping
alltricks.es,247527,247527,1.8,0.23,4.6,Shopping
urmode.net,247651,247651,1.5,0.37,8.8,Shopping
trend-city.ru,248209,248209,2.2,0.14,2.3,Shopping
yogaaccessories.com,248378,248378,2,0.18,3.3,Shopping
wildfashion.ro,248947,248947,1.8,0.24,5.1,Shopping
grastin.ru,249173,249173,2,0.17,3,Shopping
soinpeau.ru,249259,249259,2.9,0.08,1.1,Shopping
unpretei.com,249588,249588,2,0.19,4,Shopping
todaystyle.org,249902,249902,2.2,0.14,2.3,Shopping
lie-nielsen.com,249967,249967,1.8,0.24,4.9,Shopping
wellfix.ru,250012,250012,2.4,0.11,1.8,Shopping
booknet.co.il,251152,251152,1.9,0.2,3.9,Shopping
bo-doya.com,251459,251459,2,0.29,7,Shopping
packingsupply.in,251877,251877,1.6,0.28,6.2,Shopping
change.com,252116,252116,1.7,0.25,5.3,Shopping
gommejohnpitstop.it,252460,252460,1.9,0.18,3.4,Shopping
grupok-2.com,253441,253441,1.8,0.2,4.1,Shopping
sharray.net,253731,253731,2.3,0.12,1.9,Shopping
pce-iberica.es,254700,254700,2.7,0.09,1.2,Shopping
zhiaronline.com,255130,255130,2.3,0.11,1.8,Shopping
annybear.com,255675,255675,2.2,0.13,2.1,Shopping
skinon.ru,256513,256513,1.6,0.26,5.9,Shopping
onlinegazeta.info,256947,256947,2.2,0.12,2,Shopping
jawoll.de,257017,257017,1.8,0.18,3.6,Shopping
yoursclothing.pl,257241,257241,1.6,0.27,6.1,Shopping
badassglass.com,257288,257288,2,0.15,2.9,Shopping
burza.com.hr,257889,257889,1.9,0.17,3.3,Shopping
mbeans.com,258025,258025,2.1,0.13,2.3,Shopping
bsmith.ru,258181,258181,1.7,0.23,5,Shopping
homeone.com.au,258904,258904,2.3,0.11,1.7,Shopping
magnum.kz,259812,259812,1.8,0.17,3.5,Shopping
ee.ge,260137,260137,1.6,0.27,6.2,Shopping
smarthome.guide,260820,260820,2.4,0.1,1.5,Shopping
windeln.ch,260883,260883,1.8,0.17,3.5,Shopping
lanecrawford.com.cn,260887,260887,2,0.18,4,Shopping
usaknifemaker.com,260907,260907,1.6,0.25,5.9,Shopping
guide.com,261760,261760,1.9,0.15,2.9,Shopping
xn----8sbalcgsi5aih6o.xn--p1ai,261821,261821,1.8,0.17,3.4,Shopping
moonbasanails.com,262068,262068,1.1,0.87,28,Shopping
toys.com.ua,262255,262255,1.7,0.21,4.6,Shopping
tvoytrofey.ru,262309,262309,2.2,0.11,1.8,Shopping
xileclothing.com,263396,263396,1,0.37,10,Shopping
centralandme.com,263492,263492,2.1,0.12,2.2,Shopping
alatmusikindonesia.com,263531,263531,2.4,0.1,1.5,Shopping
carreta.ru,263680,263680,1.8,0.17,3.4,Shopping
mcelhinneys.com,264184,264184,1.8,0.16,3.2,Shopping
paravar.ir,264836,264836,1.6,0.24,5.5,Shopping
flywatch.co.kr,265926,265926,1.5,0.3,7.7,Shopping
citroenselect.fr,266737,266737,2.1,0.12,2,Shopping
apple543.com,267122,267122,2,0.12,2.2,Shopping
ural-toys.ru,268609,268609,1.4,0.35,9.3,Shopping
strada-est.com,268759,268759,2.4,0.09,1,Shopping
appliancecity.co.uk,268788,268788,1.6,0.21,4.7,Shopping
hetiolcso.hu,269702,269702,1.7,0.17,3.6,Shopping
vetrxdirect.com,269766,269766,1.9,0.13,2.6,Shopping
ihealth24.co.kr,269993,269993,2.4,0.09,1.4,Shopping
sneakergps.jp,270006,270006,2.4,0.09,1,Shopping
culturehustle.com,270377,270377,1.9,0.14,2.8,Shopping
sarafiarkan.com,270828,270828,2.1,0.1,1.8,Shopping
fotojoker.pl,271404,271404,1.9,0.14,2.6,Shopping
sunset-camera.com,271419,271419,2,0.12,2,Shopping
sabad98.com,271921,271921,1.4,0.35,9.4,Shopping
2beshop.com,271984,271984,2.2,0.1,1.7,Shopping
seekatesew.com,272046,272046,2.1,0.11,1.9,Shopping
mooremedical.com,272129,272129,2.1,0.11,2,Shopping
cbsstore.com,273640,273640,2.1,0.11,1.9,Shopping
madame.de,274013,274013,1.8,0.14,2.8,Shopping
mojalbum.com,274162,274162,1.5,0.22,5.2,Shopping
nhanhquadi.com,274368,274368,2,0.11,2.1,Shopping
jacksonandperkins.com,274608,274608,1.8,0.14,3,Shopping
yasiv.com,274653,274653,2.2,0.09,1.5,Shopping
hkwalker.hk,275054,275054,1.1,0.9,32,Shopping
gigaparts.net,275143,275143,1.8,0.15,3.1,Shopping
hansanders.nl,277002,277002,1.6,0.19,4.3,Shopping
industrystock.de,277192,277192,2,0.1,1.9,Shopping
viabill.dk,277628,277628,2,0.11,2,Shopping
radley.co.uk,278341,278341,1.7,0.16,3.5,Shopping
mtckitchen.com,278372,278372,1.7,0.15,3.1,Shopping
kharazishop.ir,278452,278452,1.5,0.22,5.3,Shopping
modaparahomens.com.br,279292,279292,2.3,0.08,1.3,Shopping
littletikes.com,279678,279678,1.8,0.13,2.6,Shopping
rublklub.ru,279742,279742,1.6,0.17,3.8,Shopping
bookfinder4u.com,279834,279834,1.3,0.32,8.8,Shopping
shopredone.com,279839,279839,1.7,0.15,3.1,Shopping
eaparts.gr,280048,280048,1.8,0.14,2.8,Shopping
kumhotireusa.com,280068,280068,2.2,0.09,1.5,Shopping
sandlife.com.cn,280288,280288,1,0.21,5,Shopping
sageflyfish.com,280894,280894,1.6,0.16,3.6,Shopping
fuelo.net,281000,281000,1.8,0.13,2.6,Shopping
scarpescarpestore.com,281341,281341,1.5,0.23,5.7,Shopping
storesquare.be,281720,281720,2,0.1,1.9,Shopping
bygma.dk,281749,281749,1.6,0.17,4,Shopping
aanyalinen.com,281889,281889,1.3,0.31,8.7,Shopping
watsons.com,282690,282690,1.6,0.17,4,Shopping
figpin.com,282761,282761,1.7,0.14,3,Shopping
print.sa,282897,282897,1.2,0.41,12,Shopping
essentialhome.eu,283162,283162,2.3,0.08,1.2,Shopping
mypets.gift,283318,283318,2,0.1,1.8,Shopping
msiyxb.tmall.com,283696,283696,2,0.13,3,Shopping
cartepedia.ro,284058,284058,2,0.1,1.8,Shopping
yougotagift.com,284253,284253,1.9,0.11,2.2,Shopping
stuffi.fr,284853,284853,2.1,0.09,1.6,Shopping
shinshilka.ua,284982,284982,1.6,0.17,3.9,Shopping
kilimall.co.ug,285030,285030,1.7,0.15,3.3,Shopping
103apteka.kz,285223,285223,1.9,0.11,2.3,Shopping
amazonshopping.pk,285299,285299,2.1,0.09,1.6,Shopping
aosom.es,285544,285544,1.7,0.15,3.3,Shopping
aidershop.com,285927,285927,1.8,0.12,2.5,Shopping
blackstaramps.com,285981,285981,1.8,0.12,2.3,Shopping
ifollow24.com,286382,286382,2,0.1,1.8,Shopping
delightfull.eu,286572,286572,1.9,0.1,2,Shopping
911signal.com,286809,286809,1,0.19,5,Shopping
shophealthy.in,286920,286920,2,0.1,1.8,Shopping
whirlpool.com.hk,287081,287081,1.6,0.17,4,Shopping
itshot.com,287533,287533,1.5,0.19,4.5,Shopping
discountdecor.co.za,287548,287548,1.5,0.19,4.6,Shopping
web-free-ads.com,287570,287570,1.4,0.24,6.2,Shopping
banehshop.com,287777,287777,1.7,0.13,2.9,Shopping
lacelab.com,288450,288450,1.6,0.15,3.5,Shopping
bingohall.com,288599,288599,1.5,0.17,4.1,Shopping
pixyinsta.com,289268,289268,2.5,0.07,1,Shopping
kowsareshop.com,289565,289565,1.4,0.23,6.1,Shopping
kadocard.ir,289636,289636,1.5,0.19,4.9,Shopping
stampaestampe.it,289650,289650,1.4,0.21,5.4,Shopping
mimarket.es,289697,289697,1.7,0.13,2.7,Shopping
tavik.com,289941,289941,1.1,0.62,21,Shopping
emtek.com,290059,290059,1.4,0.22,5.8,Shopping
musicrepo.com,290342,290342,2.3,0.08,1.2,Shopping
moped-garage.net,290561,290561,1.2,0.4,13,Shopping
tepleko.ru,291261,291261,1.9,0.11,2.1,Shopping
yourwdwstore.net,291493,291493,1.6,0.14,3.2,Shopping
dohasooq.com,292587,292587,1.5,0.16,3.8,Shopping
biznes-stil.ru,293115,293115,1.4,0.21,5.4,Shopping
vongo.tn,294556,294556,1.5,0.17,4.3,Shopping
azn.today,294834,294834,2.3,0.07,1.1,Shopping
wvbs.org,295285,295285,1.3,0.27,7.9,Shopping
homac.co.jp,295387,295387,2,0.09,2,Shopping
asuscenter.ir,295526,295526,1.9,0.1,1.9,Shopping
colorit.com,296109,296109,1.9,0.09,1.8,Shopping
dropshipdirect.com,296174,296174,1.5,0.17,4.2,Shopping
supernational.co.jp,296212,296212,2,0.09,2,Shopping
cellbes.se,296945,296945,1.5,0.16,3.8,Shopping
havit.hk,297152,297152,1.8,0.11,2.2,Shopping
ad.fr,298245,298245,1.6,0.13,3,Shopping
hobbywarehouse.com.au,298673,298673,1.7,0.12,2.6,Shopping
suitsuit.com,299291,299291,1,0.27,8,Shopping
cashbe.ru,299505,299505,1.8,0.1,2.1,Shopping
coinsmoscow.ru,300088,300088,1.5,0.15,3.8,Shopping
superstep.ru,300382,300382,1.4,0.17,4.3,Shopping
wisteria.com,301221,301221,1.5,0.15,3.5,Shopping
tpmsg.com,301931,301931,1,0.24,7,Shopping
tenthousandvillages.com,302053,302053,1.6,0.13,3,Shopping
evomotorsusa.com,302249,302249,1.3,0.2,5.4,Shopping
chrono24.com.br,302437,302437,1.4,0.19,5,Shopping
live-science.co.jp,303049,303049,1,0.39,10,Shopping
acmecorp.com,303192,303192,1.4,0.18,4.9,Shopping
antihiv.ir,303296,303296,1.6,0.13,3,Shopping
kawasakininja300.com,303401,303401,1.8,0.1,2,Shopping
aigan.co.jp,303472,303472,2,0.1,2,Shopping
comercialpazos.com,303567,303567,1.6,0.13,3.1,Shopping
laptop.lk,304139,304139,1.7,0.1,2.2,Shopping
ssgpay.com,304296,304296,2,0.08,1.4,Shopping
funktion-one.com,304788,304788,1.6,0.13,3,Shopping
azaleasf.com,305060,305060,1.6,0.12,2.8,Shopping
avem.fr,305515,305515,1.7,0.1,2.1,Shopping
tajnikontakt.com,305540,305540,2.2,0.07,1.1,Shopping
transglobalexpress.de,305734,305734,1.7,0.1,2.1,Shopping
ostore.kg,305938,305938,1.6,0.11,2.5,Shopping
lilysilk.com,306455,306455,1.7,0.11,2.3,Shopping
printasia.in,306484,306484,1.2,0.26,8,Shopping
playbazar.it,306862,306862,2.1,0.07,1.3,Shopping
fitnessrepairparts.com,306950,306950,1.6,0.12,2.9,Shopping
dezignwithaz.com,307006,307006,1.1,0.35,12,Shopping
electropapa.com,307065,307065,1.5,0.13,3,Shopping
rossmann.com.tr,307120,307120,1.5,0.13,3.1,Shopping
gongsupshop.com,307963,307963,1.8,0.09,1.9,Shopping
spaceforbuy.com,308111,308111,1.9,0.08,1.5,Shopping
kurierem.pl,308670,308670,1.6,0.11,2.6,Shopping
townleygirl.com,308857,308857,0.99,0.53,20,Shopping
teresinaeshop.com.br,308896,308896,0.92,0.74,29,Shopping
ditogear.com,309119,309119,1.8,0.09,1.8,Shopping
olux.is,309255,309255,1.7,0.1,2.1,Shopping
aimua24h.com,309314,309314,1.4,0.17,4.5,Shopping
petsonic.fr,309508,309508,1.3,0.18,4.8,Shopping
shinnihonseiyaku.co.jp,309778,309778,2,0.09,2,Shopping
novomarket.net,309868,309868,1.4,0.16,4.12,Shopping
dxracerbrasil.com.br,310219,310219,1.4,0.15,3.9,Shopping
praxairdirect.com,310941,310941,1.7,0.1,2.1,Shopping
searscard.com,311101,311101,2.2,0.06,1,Shopping
cellbes.cz,311125,311125,1.4,0.16,4.3,Shopping
totalhomesupply.com,311694,311694,2.1,0.07,1.2,Shopping
tonosevilla.es,312153,312153,1.3,0.17,4.7,Shopping
luxpro.ua,312164,312164,1.6,0.12,2.8,Shopping
brouwmarkt.nl,312547,312547,1.4,0.16,4.3,Shopping
wardrobeshop.com,312666,312666,0.98,0.51,19,Shopping
crafthtv.com,312709,312709,1.5,0.14,3.4,Shopping
hobbyzone.com,312848,312848,1.6,0.1,2.3,Shopping
goodz-world.myshopify.com,313228,313228,0.96,0.55,21,Shopping
biciescapa.com,313378,313378,1.5,0.13,3.3,Shopping
corebicycle.com,313456,313456,1.5,0.12,2.8,Shopping
alibaba.com.cn,313878,313878,2.2,0.06,1,Shopping
jianiang.cn,313917,313917,2,0.06,1,Shopping
ohara.su,314071,314071,1,0.4,14,Shopping
goettgen.de,314415,314415,1.7,0.1,2.2,Shopping
jiagle.com,314529,314529,2,0.07,1,Shopping
suumocounter.jp,314877,314877,1,0.22,7,Shopping
info-world.gr,314905,314905,1.6,0.1,2.3,Shopping
hertha.tmall.com,315329,315329,2,0.06,1,Shopping
my-spexx.de,315391,315391,1.4,0.15,4,Shopping
recycledevice.com,316325,316325,1.3,0.19,5.5,Shopping
eastmadisontoyota.com,316403,316403,1.6,0.11,2.5,Shopping
hallmark.nl,316637,316637,1.2,0.24,7.4,Shopping
berkeyfilters.com,317048,317048,1.5,0.12,2.8,Shopping
telemark-pyrenees.com,317167,317167,1.4,0.14,3.7,Shopping
bihada-mania.jp,317890,317890,1,0.27,9,Shopping
kalyan4you.ru,318172,318172,1.4,0.14,3.8,Shopping
compraspacuba.com,318498,318498,1,0.32,10,Shopping
benchimo.com,318864,318864,1.2,0.22,6.8,Shopping
diferencialprint.com.br,318931,318931,1.5,0.11,2.7,Shopping
amanmarket.com,319594,319594,1.9,0.07,1.3,Shopping
pimoroni.de,319628,319628,1.5,0.12,3.1,Shopping
nurtuba.com.tr,320437,320437,1.3,0.16,4.5,Shopping
hosatech.com,320720,320720,1,0.14,4,Shopping
rabattcorner.ch,321012,321012,1.3,0.15,4,Shopping
adventistbookcenter.com,321033,321033,1.5,0.11,2.6,Shopping
cezanne.co.jp,321232,321232,1,0.11,3,Shopping
artik.com,321418,321418,1.2,0.19,5.7,Shopping
mahindrausa.com,321493,321493,1.5,0.11,2.6,Shopping
antallaktikaexartimata.gr,321511,321511,1.4,0.14,3.6,Shopping
thebookpatch.com,321977,321977,1.4,0.12,3.1,Shopping
caganu.com,322115,322115,1.3,0.15,4,Shopping
reifenleader.de,322554,322554,1.2,0.21,6.6,Shopping
plushbeds.com,322674,322674,1.6,0.09,2,Shopping
kuechenportal.de,322708,322708,2,0.07,1.2,Shopping
homemakers.com,322938,322938,1.3,0.16,4.7,Shopping
sentaifilmworks.com,322951,322951,1.6,0.1,2.4,Shopping
aeg.com.es,323288,323288,1.3,0.15,4.1,Shopping
aquacave.com,323469,323469,1.4,0.13,3.3,Shopping
premiumusb.com,323538,323538,1.8,0.08,1.6,Shopping
foto-zumstein.ch,324385,324385,1.5,0.11,2.8,Shopping
dampferhuette.at,324747,324747,1.1,0.29,9.9,Shopping
saveyou.ru,325212,325212,1.3,0.14,3.8,Shopping
seiboncarbon.com,325237,325237,1.4,0.12,3.1,Shopping
nextag.de,325380,325380,1.7,0.08,1.7,Shopping
creativ-girls.de,325387,325387,0.82,0.87,39,Shopping
sunstones.ua,325642,325642,1.4,0.13,3.6,Shopping
mousoulis.gr,325724,325724,1.1,0.24,7.8,Shopping
aconholidays.com,326178,326178,1.6,0.09,2.2,Shopping
bagiraclub.ru,326473,326473,2,0.06,1.1,Shopping
hacktronics.co.in,326482,326482,1.5,0.1,2.4,Shopping
idealista.fi,326568,326568,1.6,0.09,1.9,Shopping
loveandbravery.com,326597,326597,1.2,0.18,5.6,Shopping
whitegoods.ru,326607,326607,1.4,0.13,3.3,Shopping
sizeer.cz,327345,327345,1.3,0.14,3.8,Shopping
crystalnails.com,327655,327655,1.93,0.25,4.689,Shopping
theviralgadgets.com,328262,328262,1.3,0.14,3.8,Shopping
pardiba.com,328885,328885,1.3,0.14,3.8,Shopping
yotyiam.com,328921,328921,1.9,0.07,1.3,Shopping
thechivery.myshopify.com,329090,329090,1.2,0.16,4.7,Shopping
anc.net.ua,329137,329137,1.4,0.12,3.1,Shopping
wireless1.com.au,329303,329303,1.5,0.1,2.4,Shopping
nathansports.com,329880,329880,1.4,0.12,3.1,Shopping
get.bg,330236,330236,1.6,0.09,2,Shopping
ye4444.com,331304,331304,1,0.31,10,Shopping
wgl.pl,331382,331382,1.6,0.09,2.2,Shopping
sanasport.cz,331394,331394,1.4,0.12,3,Shopping
iranalyazh.ir,332134,332134,0.99,0.33,12,Shopping
afflictionclothing.com,332228,332228,1.3,0.13,3.7,Shopping
officechairatwork.com,332496,332496,1.3,0.14,4.1,Shopping
4river.ru,332549,332549,1.3,0.15,4.3,Shopping
tsuchiya-kaban-global.com,332758,332758,1.3,0.14,3.8,Shopping
good-steam.ru,333481,333481,1.7,0.08,1.7,Shopping
wholesaleteeshirtstore.com,333495,333495,1.9,0.28,5.498,Shopping
toolsforworkingwood.com,333638,333638,1.5,0.1,2.4,Shopping
kawasaki.eu,333775,333775,1.4,0.11,2.8,Shopping
adultsmart.com.au,334411,334411,1.4,0.12,3.3,Shopping
amai.tw,334801,334801,1.4,0.12,3.2,Shopping
chiefandsheriff.ru,335463,335463,1.2,0.15,4.5,Shopping
bumpersuperstore.com,335891,335891,1.6,0.09,2,Shopping
fc-fanshop.de,336168,336168,1.1,0.24,8.1,Shopping
marathon.ua,336396,336396,1.2,0.15,4.5,Shopping
nature.global,336792,336792,2,0.07,2,Shopping
astroshop.es,336820,336820,1.5,0.1,2.4,Shopping
theshoesnobblog.com,336875,336875,1.8,0.07,1.4,Shopping
polynominal.com,337015,337015,1.3,0.12,3.4,Shopping
topgearautosport.com,337270,337270,1.4,0.11,2.8,Shopping
bmw-etk.info,337556,337556,1.2,0.17,5.4,Shopping
hygoshop.com,337711,337711,1.6,0.08,1.7,Shopping
benvenuti.ro,337712,337712,0.95,0.36,14,Shopping
thehouseofmarley.com,337881,337881,1.5,0.09,2.1,Shopping
kupitganteli.ru,338365,338365,1.2,0.16,4.9,Shopping
kyzma.ru,338462,338462,1.4,0.11,2.8,Shopping
sunberhair.com,338776,338776,2,0.07,1,Shopping
cdpars.ir,339798,339798,1.1,0.21,7,Shopping
asahi-gf.co.jp,340098,340098,2,0.07,2,Shopping
folowbazar.com,340534,340534,1.1,0.19,6.5,Shopping
chenrongbingyu.tmall.com,340989,340989,1,0.11,3,Shopping
chowari.jp,341295,341295,1,0.18,6,Shopping
mirkrasok.ru,341352,341352,1.5,0.09,2.3,Shopping
phoenixmarketcity.com,341500,341500,1.5,0.09,2.3,Shopping
lomography.tw,341571,341571,1.3,0.12,3.5,Shopping
voiture-pas-chere.fr,341612,341612,1.1,0.18,5.9,Shopping
blz.tmall.com,342322,342322,1,0.09,2,Shopping
dsklad.ru,342674,342674,1.4,0.1,2.6,Shopping
clasicuyo.com.ar,342943,342943,1,0.23,8.1,Shopping
fslaser.com,343214,343214,1.4,0.1,2.5,Shopping
ebrosia.de,343270,343270,1.3,0.12,3.5,Shopping
technikboerse.at,344015,344015,1.4,0.1,2.5,Shopping
lojavirtuol.uol.com.br,344061,344061,1.9,0.06,1.2,Shopping
qtellfreeads.com,344397,344397,1,0.25,9.2,Shopping
gspawn.com,344872,344872,1.3,0.12,3.4,Shopping
bigfish.ro,344991,344991,1.1,0.17,5.3,Shopping
ubipharm-congo.com,345110,345110,1.1,0.17,5.6,Shopping
zegna.com,345200,345200,1.1,0.17,5.4,Shopping
takeit2day.com,345259,345259,1.2,0.13,3.9,Shopping
giftbasketsoverseas.com,345544,345544,1.5,0.09,2.2,Shopping
goldicq.com,345670,345670,1.5,0.08,1.9,Shopping
kugellager-express.de,345851,345851,1.2,0.15,4.6,Shopping
rolandcorp.com.au,345996,345996,1.9,0.06,1.1,Shopping
dein-sportauspuff.de,346136,346136,1.4,0.1,2.6,Shopping
for3d.ru,346587,346587,1.2,0.13,3.8,Shopping
vacmotorsports.com,346678,346678,1.3,0.12,3.4,Shopping
cigreviews.com,346895,346895,1.4,0.09,2.4,Shopping
lalibrairie.com,347410,347410,1.7,0.07,1.4,Shopping
guns.ua,347473,347473,1.2,0.15,4.7,Shopping
canadapharmacy.com,347861,347861,1.2,0.12,3.7,Shopping
pcarena.hu,348413,348413,1.3,0.11,3,Shopping
korg.shop,348587,348587,1.3,0.11,3,Shopping
afrodita.guru,348982,348982,1.9,0.06,1.1,Shopping
armygross.se,349301,349301,1.1,0.17,5.6,Shopping
instyleled.co.uk,349325,349325,1.8,0.06,1.3,Shopping
freesdp.com,349944,349944,1.8,0.06,1.2,Shopping
alfatactical.cz,350760,350760,1.2,0.12,3.7,Shopping
loveamika.com,351170,351170,1.2,0.12,3.7,Shopping
uvinum.co.uk,351215,351215,1.4,0.08,2.1,Shopping
igrolike.net,351412,351412,1.4,0.09,2.3,Shopping
airportappliance.com,351416,351416,1.2,0.13,4.2,Shopping
chiiiq.com,351617,351617,0.9,0.29,10,Shopping
grass.su,352506,352506,1.1,0.16,5.3,Shopping
esteelauder.com.tw,352782,352782,1.3,0.1,2.8,Shopping
weike61.com,353120,353120,0.9,0.41,20,Shopping
passionford.com,353812,353812,1.6,0.07,1.7,Shopping
toolsforfreedom.com,353895,353895,1.3,0.1,2.6,Shopping
thecakedecoratingcompany.co.uk,354034,354034,1.3,0.1,2.6,Shopping
tantak.ir,354344,354344,1.9,0.05,1,Shopping
kickz4u.ru,355323,355323,1.3,0.1,3,Shopping
gereedschapcentrum.nl,356373,356373,1.5,0.08,1.8,Shopping
d-klik.gr,356539,356539,1.5,0.08,1.9,Shopping
ghibli.store,356732,356732,1.1,0.15,5.1,Shopping
kvantservice.com,356908,356908,1.2,0.13,4.1,Shopping
crocsaustralia.com.au,357123,357123,1.1,0.18,6.1,Shopping
healthandcare.co.uk,357405,357405,1.6,0.07,1.6,Shopping
playme.store,357522,357522,1.6,0.07,1.6,Shopping
newfrontierarmory.com,357699,357699,1.2,0.13,4.3,Shopping
e-lenovo.gr,358565,358565,1.3,0.1,3,Shopping
ecoblog.it,358647,358647,1.4,0.09,2.3,Shopping
ladin.ir,358963,358963,1.8,0.05,1.1,Shopping
kygolife.com,360062,360062,1,0.12,4,Shopping
zelfmaak-ideetjes.nl,360217,360217,1.3,0.09,2.5,Shopping
bio-naturel.de,360452,360452,1.2,0.12,3.8,Shopping
easykeys.com,360984,360984,1.1,0.14,4.7,Shopping
anglingtimes.co.uk,361011,361011,1.7,0.06,1.3,Shopping
