url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category,lang_code,dp,deceptive
pivotcycles.com,215513,215513,2.6,0.17,2.5,Shopping,en,False,False
highlandpharms.com,215516,215516,3.0,0.13,1.6,Shopping,en,False,False
woodencamera.com,215588,215588,2.6,0.17,2.4,Shopping,en,False,False
lexmod.com,215616,215616,2.4,0.19,2.9,Shopping,en,False,False
beliani.pl,215671,215671,2.6,0.17,2.4,Shopping,en,False,False
breakout.com.pk,215701,215701,2.0,0.33,6.0,Shopping,en,False,False
tado.com,215779,215779,2.6,0.16,2.2,Shopping,en,False,False
vitatra.com,215826,215826,2.3,0.23,3.8,Shopping,en,True,False
onlinedth.co.in,215831,215831,2.3,0.22,3.5,Shopping,en,False,False
atlantacutlery.com,215849,215849,1.8,0.46,9.4,Shopping,en,True,False
houseofindya.com,215900,215900,2.1,0.28,4.9,Shopping,en,False,False
lens.me,215906,215906,2.0,0.32,5.7,Shopping,en,False,False
circalighting.com,215913,215913,2.1,0.29,5.2,Shopping,en,False,False
bettymills.com,215930,215930,2.7,0.15,2.1,Shopping,en,False,False
buybest.com,216008,216008,2.7,0.16,2.1,Shopping,en,False,False
ballisticadvantage.com,216056,216056,2.3,0.22,3.4,Shopping,en,False,False
houseofbeautyworld.com,216110,216110,2.8,0.15,1.9,Shopping,en,False,False
syndromestore.com,216149,216149,2.2,0.24,3.9,Shopping,en,False,False
imperialmotion.com,216156,216156,3.42,0.42,4.551,Shopping,en,False,False
gettoolsdirect.com.au,216258,216258,2.5,0.19,2.8,Shopping,en,False,False
gogreensolar.com,216270,216270,2.8,0.15,1.9,Shopping,en,False,False
acerrecertified.com,216314,216314,2.5,0.19,2.8,Shopping,en,False,False
craftsuprint.com,216358,216358,2.3,0.21,3.4,Shopping,en,False,False
luxedecor.com,216396,216396,2.4,0.21,3.2,Shopping,en,False,False
fostergrant.com,216498,216498,2.4,0.19,3.0,Shopping,en,False,False
avshop.ca,216512,216512,2.1,0.3,5.3,Shopping,en,False,False
citizengoods.com,216513,216513,2.5,0.19,2.8,Shopping,en,False,False
grimfrost.com,216557,216557,2.1,0.3,5.4,Shopping,en,False,False
chronext.com,216585,216585,2.7,0.15,2.0,Shopping,en,False,False
miliashop.com,216619,216619,2.6,0.16,2.2,Shopping,en,False,False
gempundit.com,216650,216650,2.3,0.22,3.5,Shopping,en,False,False
kapowtoys.co.uk,216665,216665,2.3,0.22,3.5,Shopping,en,False,False
larsonjewelers.com,216683,216683,2.7,0.15,2.1,Shopping,en,False,False
a-ma-maniere.com,216685,216685,2.4,0.2,3.0,Shopping,en,False,False
youredu.io,216686,216686,2.5,0.18,2.7,Shopping,en,False,False
enertionboards.com,216688,216688,2.9,0.14,1.7,Shopping,en,False,False
zildjian.com,216713,216713,2.5,0.18,2.6,Shopping,en,False,False
redvalentino.com,216729,216729,2.0,0.33,6.0,Shopping,en,False,False
motherdenim.com,216752,216752,2.2,0.24,4.0,Shopping,en,False,False
flooringinc.com,216779,216779,2.9,0.13,1.7,Shopping,en,False,False
megalopolis.toys,216785,216785,2.3,0.21,3.3,Shopping,en,False,False
knifemaking.com,216818,216818,2.0,0.32,5.9,Shopping,en,False,False
nonib.com.au,216824,216824,2.2,0.26,4.4,Shopping,en,False,False
asrv.co,216851,216851,2.1,0.27,4.6,Shopping,en,False,False
davines.com,216875,216875,2.2,0.24,3.9,Shopping,en,False,False
pattymayo.tv,216891,216891,2.8,0.14,1.9,Shopping,en,False,False
freezeproshop.com,216897,216897,2.5,0.19,2.8,Shopping,en,False,False
contactlensking.com,216976,216976,2.1,0.27,4.7,Shopping,en,False,False
decksdirect.com,217040,217040,2.3,0.21,3.3,Shopping,en,False,False
viridianweapontech.com,217069,217069,3.0,0.12,1.5,Shopping,en,False,False
biotique.com,217180,217180,1.9,0.36,6.9,Shopping,en,False,False
ukmeds.co.uk,217196,217196,2.1,0.28,4.9,Shopping,en,True,False
dentalkart.com,217307,217307,2.1,0.26,4.4,Shopping,en,False,False
merlinarchery.co.uk,217308,217308,1.9,0.41,8.0,Shopping,en,False,False
esprit.eu,217311,217311,1.9,0.41,8.1,Shopping,en,False,False
thewarehouse.pk,217401,217401,2.4,0.2,3.0,Shopping,en,False,False
conceptzperformance.com,217435,217435,2.4,0.19,2.9,Shopping,en,False,False
avianneandco.com,217452,217452,2.3,0.22,3.6,Shopping,en,False,False
besamecosmetics.com,217499,217499,2.2,0.23,3.9,Shopping,en,False,False
coastalscents.com,217506,217506,1.9,0.35,6.7,Shopping,en,False,False
carsons.com,217540,217540,2.1,0.26,4.5,Shopping,en,False,False
ju-ju-be.com,217553,217553,2.1,0.28,5.0,Shopping,en,False,False
korin.com,217568,217568,2.4,0.2,3.0,Shopping,en,False,False
cetaphil.com,217626,217626,2.7,0.15,2.0,Shopping,en,False,False
stratosphereparts.com,217628,217628,2.2,0.25,4.3,Shopping,en,False,False
willcuttguitars.com,217636,217636,2.7,0.9,12.18,Shopping,en,False,False
hushpuppies.com.pk,217643,217643,2.1,0.27,4.6,Shopping,en,False,False
echo-usa.com,217659,217659,2.5,0.18,2.7,Shopping,en,False,False
tsportline.com,217678,217678,2.4,0.19,3.0,Shopping,en,False,False
teafloor.com,217704,217704,2.0,0.33,6.2,Shopping,en,False,False
polygonbikes.com,217783,217783,2.0,0.33,6.2,Shopping,en,False,False
gadgetguard.com,217791,217791,1.9,0.34,6.5,Shopping,en,False,False
imospizza.com,217816,217816,2.9,0.13,1.7,Shopping,en,False,False
hitboxarcade.com,217910,217910,2.6,0.16,2.2,Shopping,en,False,False
gobahamasplus.com,217923,217923,3.98,0.28,2.62,Shopping,en,False,False
afremov.com,217924,217924,2.5,0.18,2.7,Shopping,en,True,True
hivemodern.com,217968,217968,2.4,0.19,2.8,Shopping,en,False,False
bluedotvapors.com,217976,217976,1.9,0.34,6.5,Shopping,en,False,False
toptropicals.com,218026,218026,2.8,0.14,1.8,Shopping,en,False,False
speedymetals.com,218028,218028,2.3,0.21,3.3,Shopping,en,False,False
tayna.co.uk,218031,218031,2.6,0.17,2.4,Shopping,en,False,False
pinkboutique.co.uk,218045,218045,2.1,0.26,4.4,Shopping,en,False,False
theline.com,218050,218050,2.4,0.18,2.8,Shopping,en,False,False
dotandbo.com,218068,218068,2.7,0.15,2.1,Shopping,en,False,False
jysk.co.uk,218073,218073,2.3,0.21,3.4,Shopping,en,False,False
harmonyio.com,218081,218081,3.0,0.12,1.5,Shopping,en,False,False
imediastores.com,218139,218139,2.6,0.16,2.3,Shopping,en,False,False
rcplanet.com,218164,218164,2.7,0.15,2.0,Shopping,en,False,False
pc-canada.com,218186,218186,2.5,0.17,2.4,Shopping,en,True,False
springchicken.co.uk,218196,218196,3.5,0.1,1.1,Shopping,en,False,False
oeg.net,218265,218265,2.2,0.24,4.1,Shopping,en,False,False
partselect.ca,218322,218322,2.3,0.22,3.6,Shopping,en,False,False
footlocker.se,218323,218323,2.3,0.21,3.4,Shopping,en,False,False
readytoship.com.au,218331,218331,2.3,0.22,3.6,Shopping,en,False,False
aromatools.com,218372,218372,2.1,0.28,5.0,Shopping,en,False,False
vanessamooney.com,218379,218379,2.0,0.31,5.7,Shopping,en,False,False
merchology.ca,218383,218383,1.9,0.38,7.4,Shopping,en,False,False
tekton.com,218405,218405,2.3,0.22,3.6,Shopping,en,True,False
exoticindia.com,218446,218446,2.9,0.13,1.6,Shopping,en,False,False
ilbisonte.com,218458,218458,1.9,0.37,7.0,Shopping,en,False,False
jessicalondon.com,218467,218467,2.1,0.26,4.4,Shopping,en,False,False
munchpak.com,218549,218549,2.4,0.18,2.8,Shopping,en,False,False
bathselect.com,218550,218550,2.5,0.18,2.6,Shopping,en,False,False
bearbottomclothing.com,218600,218600,2.3,0.22,3.5,Shopping,en,False,False
berkley-fishing.com,218626,218626,2.4,0.19,2.9,Shopping,en,False,False
mostlymusic.com,218657,218657,2.3,0.21,3.4,Shopping,en,False,False
pitvipersunglasses.com,218661,218661,2.1,0.25,4.3,Shopping,en,False,False
hobobags.com,218700,218700,1.9,0.36,6.9,Shopping,en,True,False
knivesandtools.co.uk,218716,218716,2.2,0.24,3.9,Shopping,en,False,False
parfuemerie-pieper.de,218736,218736,2.4,0.2,3.1,Shopping,en,False,False
fortywinks.com.au,218753,218753,2.3,0.21,3.4,Shopping,en,False,False
deeringbanjos.com,218817,218817,2.3,0.2,3.2,Shopping,en,False,False
planet-gates.com,218821,218821,1.5,0.85,20.0,Shopping,en,False,False
yesgamers.com,218866,218866,2.2,0.24,3.9,Shopping,en,False,False
ssbrewtech.com,218924,218924,2.0,0.29,5.2,Shopping,en,False,False
fugginvapor.com,218941,218941,2.2,0.24,4.1,Shopping,en,False,False
b2brazil.com,218975,218975,2.3,0.21,3.3,Shopping,en,False,False
woodwatches.com,219022,219022,2.5,0.17,2.5,Shopping,en,False,False
biginjap.com,219135,219135,2.6,0.16,2.3,Shopping,en,False,False
wargamingstore.eu,219144,219144,2.2,0.24,4.1,Shopping,en,False,False
buyon.pk,219214,219214,2.6,0.15,2.2,Shopping,en,False,False
mrosy.com,219222,219222,2.0,0.86,20.0,Shopping,en,True,False
pinklily.com,219265,219265,2.3,0.2,3.2,Shopping,en,False,False
agenaastro.com,219315,219315,2.5,0.18,2.6,Shopping,en,False,False
gpknives.com,219316,219316,2.6,0.16,2.3,Shopping,en,False,False
dullesglassandmirror.com,219411,219411,2.7,0.15,2.0,Shopping,en,False,False
oyehappy.com,219414,219414,1.9,0.37,7.2,Shopping,en,False,False
soccerloco.com,219451,219451,2.4,0.18,2.8,Shopping,en,False,False
kicksdeals.ca,219512,219512,2.6,0.15,2.1,Shopping,en,False,False
mares.com,219524,219524,2.2,0.23,3.9,Shopping,en,False,False
markbellslingshot.com,219573,219573,2.2,0.22,3.7,Shopping,en,False,False
hyundaioemparts.com,219579,219579,2.3,0.21,3.3,Shopping,en,False,False
bumpboxes.com,219665,219665,2.0,0.29,5.3,Shopping,en,True,True
kmobuy.com,219690,219690,2.0,0.24,4.0,Shopping,en,False,False
ohheygirlstore.com,219711,219711,2.3,0.21,3.3,Shopping,en,False,False
wittner.com.au,219713,219713,2.0,0.29,5.2,Shopping,en,False,False
spadepot.com,219790,219790,2.3,0.21,3.5,Shopping,en,False,False
cacklehatchery.com,219810,219810,2.3,0.2,3.2,Shopping,en,False,False
westcoastvapesupply.com,219814,219814,1.6,0.65,15.0,Shopping,en,False,False
urbanstaroma.com,219823,219823,2.2,0.23,3.9,Shopping,en,False,False
machineryhouse.com.au,219840,219840,2.1,0.28,4.9,Shopping,en,False,False
stauer.com,219856,219856,2.1,0.27,4.8,Shopping,en,False,False
pennfishing.com,219882,219882,2.3,0.2,3.2,Shopping,en,False,False
sealantsandtoolsdirect.co.uk,219891,219891,1.8,0.39,7.8,Shopping,en,False,False
markselectrical.co.uk,219921,219921,2.5,0.16,2.4,Shopping,en,True,False
jackjones.in,219936,219936,2.0,0.28,5.1,Shopping,en,False,False
apogeerockets.com,219944,219944,2.1,0.25,4.4,Shopping,en,False,False
emilyley.com,219953,219953,2.4,0.19,2.9,Shopping,en,False,False
lynneshop.com,219989,219989,2.0,0.32,6.0,Shopping,en,False,False
duluthpack.com,220066,220066,2.3,0.2,3.2,Shopping,en,True,False
indiashopps.com,220103,220103,1.8,0.42,8.4,Shopping,en,False,False
minaal.com,220142,220142,2.7,0.14,1.9,Shopping,en,False,False
aerogarden.com,220149,220149,2.1,0.26,4.4,Shopping,en,False,False
ibhejo.com,220246,220246,1.8,0.39,7.9,Shopping,en,False,False
modani.com,220303,220303,2.1,0.25,4.4,Shopping,en,False,False
tokocamzone.com,220344,220344,2.2,0.24,4.0,Shopping,en,False,False
itokri.com,220347,220347,2.0,0.28,5.0,Shopping,en,False,False
streetwear.gr,220374,220374,2.0,0.47,10.0,Shopping,en,False,False
anniesannuals.com,220376,220376,2.0,0.32,6.0,Shopping,en,False,False
v1tech.com,220398,220398,2.2,0.22,3.7,Shopping,en,False,False
dwsports.com,220427,220427,2.1,0.24,4.1,Shopping,en,False,False
sakara.com,220468,220468,2.3,0.21,3.3,Shopping,en,False,False
kokowinka.com,220482,220482,3.3,0.1,1.2,Shopping,en,False,False
wowgoboard.com,220564,220564,2.4,0.18,2.8,Shopping,en,True,False
wishlistproducts.com,220579,220579,2.7,0.14,2.0,Shopping,en,False,False
sears.com.pr,220581,220581,2.5,0.16,2.4,Shopping,en,False,False
japancodesupply.com,220618,220618,2.3,0.21,3.4,Shopping,en,True,False
audio46.com,220678,220678,2.7,0.14,2.0,Shopping,en,True,False
clicky.pk,220707,220707,2.3,0.21,3.4,Shopping,en,False,False
schuh.eu,220751,220751,2.5,0.17,2.6,Shopping,en,True,False
jm-bruneau.be,220776,220776,2.1,0.27,4.8,Shopping,en,False,False
insasta.com,220816,220816,2.8,0.13,1.8,Shopping,en,False,False
fashioneyewear.co.uk,220834,220834,2.6,0.15,2.2,Shopping,en,False,False
fishman.com,220836,220836,2.6,0.16,2.3,Shopping,en,False,False
avechi.com,220860,220860,1.9,0.34,6.5,Shopping,en,False,False
newair.com,220889,220889,2.8,0.13,1.7,Shopping,en,False,False
orchardcorset.com,220915,220915,2.2,0.22,3.6,Shopping,en,False,False
kkandjay.com,220975,220975,2.5,0.17,2.4,Shopping,en,False,False
deltateamtactical.com,220991,220991,2.2,0.24,4.0,Shopping,en,False,False
account4rs.com,221004,221004,2.0,0.26,4.0,Shopping,en,False,False
woodstore.net,221007,221007,2.3,0.2,3.3,Shopping,en,False,False
laithwaites.co.uk,221041,221041,2.0,0.28,5.0,Shopping,en,True,True
wildbangarang.com,221065,221065,2.1,0.25,4.3,Shopping,en,False,False
ogadget.com,221129,221129,3.3,0.1,1.1,Shopping,en,True,True
frameusa.com,221138,221138,2.4,0.18,2.7,Shopping,en,False,False
soundiron.com,221139,221139,2.4,0.18,2.7,Shopping,en,False,False
indobazaar.com,221172,221172,2.0,0.42,9.0,Shopping,en,False,False
smarter-phone.co,221216,221216,2.5,0.17,2.5,Shopping,en,False,False
legacybox.com,221265,221265,2.6,0.15,2.1,Shopping,en,False,False
riotsociety.com,221305,221305,2.1,0.27,4.9,Shopping,en,True,False
avantree.com,221346,221346,2.3,0.2,3.3,Shopping,en,False,False
marinepartseurope.com,221375,221375,2.4,0.18,2.8,Shopping,en,False,False
bokksu.com,221382,221382,2.2,0.24,4.0,Shopping,en,True,False
evansclarke.com.au,221389,221389,2.4,0.18,2.8,Shopping,en,False,False
oregonproducts.com,221410,221410,2.2,0.22,3.7,Shopping,en,False,False
elemis.com,221441,221441,2.5,0.17,2.5,Shopping,en,False,False
linksoul.com,221445,221445,2.0,0.28,5.1,Shopping,en,True,False
safelincs.co.uk,221477,221477,2.6,0.15,2.2,Shopping,en,False,False
computersourcebd.com,221483,221483,2.4,0.18,2.7,Shopping,en,False,False
naughtyboy.com.au,221509,221509,1.7,0.46,9.7,Shopping,en,True,True
naijauto.com,221513,221513,2.2,0.22,3.7,Shopping,en,False,False
wakefit.co,221533,221533,2.2,0.23,3.9,Shopping,en,False,False
ascolour.com.au,221540,221540,1.9,0.33,6.3,Shopping,en,False,False
gourmetgiftbaskets.com,221559,221559,2.5,0.17,2.5,Shopping,en,False,False
softwarelicense4u.com,221572,221572,2.6,0.15,2.2,Shopping,en,False,False
ancient-greek-sandals.com,221583,221583,2.6,0.15,2.1,Shopping,en,False,False
crocs.eu,221597,221597,2.0,0.31,5.8,Shopping,en,False,False
journeys.ca,221605,221605,2.4,0.18,2.8,Shopping,en,False,False
swimweargalore.com.au,221607,221607,2.3,0.2,3.3,Shopping,en,False,False
biossance.com,221646,221646,2.4,0.19,2.9,Shopping,en,False,False
giftcart.com,221690,221690,2.3,0.21,3.3,Shopping,en,False,False
slaters.co.uk,221739,221739,2.1,0.24,4.1,Shopping,en,False,False
checksinthemail.com,221772,221772,1.9,0.31,5.9,Shopping,en,False,False
baronfig.com,221786,221786,2.4,0.19,2.9,Shopping,en,False,False
ahava.com,221802,221802,2.2,0.23,3.8,Shopping,en,False,False
guerrilla-group.co,221939,221939,2.3,0.19,3.1,Shopping,en,False,False
raymondnext.com,221949,221949,2.2,0.22,3.6,Shopping,en,False,False
thejewelhut.co.uk,221994,221994,2.2,0.21,3.4,Shopping,en,True,False
wsjwine.com,221999,221999,2.2,0.23,3.9,Shopping,en,True,True
discoverbooks.com,222059,222059,2.4,0.18,2.8,Shopping,en,False,False
hogueinc.com,222100,222100,2.1,0.25,4.3,Shopping,en,False,False
virusintl.com,222244,222244,2.1,0.26,4.7,Shopping,en,False,False
chrisheria.com,222252,222252,2.4,0.17,2.6,Shopping,en,False,False
lagunatools.com,222262,222262,2.3,0.2,3.2,Shopping,en,False,False
thegreatfroglondon.com,222267,222267,2.0,0.28,5.1,Shopping,en,False,False
evereve.com,222271,222271,2.3,0.2,3.3,Shopping,en,False,False
idjnow.com,222462,222462,2.6,0.14,2.0,Shopping,en,False,False
specializedconceptstore.co.uk,222496,222496,2.4,0.17,2.6,Shopping,en,False,False
bysymphony.com,222518,222518,2.0,0.27,4.8,Shopping,en,False,False
grillparts.com,222564,222564,2.6,0.15,2.1,Shopping,en,False,False
trader-online.de,222610,222610,1.9,0.31,5.9,Shopping,en,False,False
soliver.eu,222644,222644,2.2,0.22,3.6,Shopping,en,False,False
firstlightoptics.com,222646,222646,2.3,0.19,3.1,Shopping,en,False,False
velo-orange.com,222656,222656,2.1,0.25,4.5,Shopping,en,False,False
orschelnfarmhome.com,222683,222683,2.4,0.18,2.8,Shopping,en,False,False
gionee.co.in,222684,222684,2.5,0.16,2.3,Shopping,en,False,False
dobell.co.uk,222690,222690,1.9,0.33,6.4,Shopping,en,False,False
junkyard.com,222712,222712,2.6,0.15,2.2,Shopping,en,False,False
whitecap.com,222798,222798,2.6,0.15,2.2,Shopping,en,False,False
herbolarionenufar.com,222806,222806,2.1,0.25,4.4,Shopping,en,False,False
dagazwatch.com,222956,222956,2.1,0.24,4.2,Shopping,en,False,False
sportique.com,223070,223070,2.7,0.13,1.8,Shopping,en,False,False
breathingcolor.com,223109,223109,3.0,0.12,1.4,Shopping,en,False,False
kpopfactory.com,223181,223181,2.1,0.26,4.7,Shopping,en,False,False
julbo.com,223221,223221,2.2,0.22,3.7,Shopping,en,False,False
approvedfood.co.uk,223240,223240,2.0,0.27,4.9,Shopping,en,False,False
tarostrade.com,223258,223258,1.5,0.76,19.0,Shopping,en,False,False
newinchess.com,223269,223269,2.2,0.21,3.4,Shopping,en,False,False
thrunite.com,223318,223318,2.6,0.15,2.2,Shopping,en,False,False
brickmania.com,223342,223342,2.1,0.24,4.2,Shopping,en,False,False
sreeleathers.com,223389,223389,1.8,0.38,7.6,Shopping,en,False,False
coolstuffjapan.com,223410,223410,2.8,0.13,2.0,Shopping,en,False,False
commencalusa.com,223463,223463,2.0,0.26,4.7,Shopping,en,False,False
vedderholsters.com,223487,223487,2.3,0.19,3.1,Shopping,en,False,False
soletrader.co.uk,223520,223520,2.7,0.14,1.9,Shopping,en,False,False
bluebikes.com,223532,223532,2.2,0.21,3.5,Shopping,en,False,False
torqeedo.com,223550,223550,2.0,0.26,4.7,Shopping,en,False,False
frames.co.uk,223567,223567,2.3,0.2,3.2,Shopping,en,False,False
citygear.com,223580,223580,2.5,0.16,2.4,Shopping,en,False,False
littlepassports.com,223619,223619,2.6,0.15,2.1,Shopping,en,False,False
landcentury.com,223642,223642,1.9,0.31,6.0,Shopping,en,False,False
kimstore.com,223692,223692,2.2,0.2,3.3,Shopping,en,False,False
availvapor.com,223705,223705,2.3,0.19,3.1,Shopping,en,False,False
northbeach.co.nz,223774,223774,2.3,0.19,3.0,Shopping,en,False,False
roopkathaweb.com,223782,223782,1.6,0.64,15.0,Shopping,en,False,False
evolveskateboardsusa.com,223784,223784,2.4,0.17,2.6,Shopping,en,False,False
semillas-de-marihuana.com,223791,223791,2.5,0.16,2.4,Shopping,en,False,False
macgamestore.com,223818,223818,2.9,0.12,1.5,Shopping,en,False,False
brideside.com,223839,223839,2.2,0.21,3.4,Shopping,en,False,False
jeffreycampbellshoes.com,223842,223842,2.3,0.2,3.2,Shopping,en,False,False
dreamscreentv.com,223865,223865,2.6,0.15,2.1,Shopping,en,False,False
battlemerchant.com,223880,223880,1.7,0.46,9.9,Shopping,en,True,False
wigtypes.com,223966,223966,2.0,0.28,5.2,Shopping,en,False,False
j5create.com,223978,223978,2.3,0.18,2.9,Shopping,en,False,False
ambitwheels.com,224024,224024,1.9,0.34,6.6,Shopping,en,True,False
glamglow.com,224038,224038,2.4,0.17,2.7,Shopping,en,False,False
ledhut.co.uk,224039,224039,2.3,0.19,3.1,Shopping,en,False,False
cancanlah.com,224052,224052,3.4,0.09,1.0,Shopping,en,False,False
snatcher.co.za,224055,224055,2.1,0.23,4.1,Shopping,en,False,False
dragonblogger.com,224069,224069,3.2,0.1,1.1,Shopping,en,False,False
rg-racing.com,224071,224071,2.3,0.19,3.0,Shopping,en,False,False
keellssuper.com,224084,224084,2.3,0.19,3.0,Shopping,en,False,False
streetmachine.com,224133,224133,1.9,0.33,6.5,Shopping,en,False,False
healthyplanetcanada.com,224145,224145,2.3,0.18,2.9,Shopping,en,False,False
ragingheroes.com,224190,224190,1.8,0.39,8.0,Shopping,en,False,False
bfgoodrichtires.com,224235,224235,2.7,0.13,1.8,Shopping,en,False,False
videogameperfection.com,224237,224237,2.5,0.16,2.4,Shopping,en,True,False
bellforestproducts.com,224256,224256,1.9,0.3,5.8,Shopping,en,False,False
joebrowns.co.uk,224267,224267,2.0,0.27,4.8,Shopping,en,False,False
deluxe.com.ng,224298,224298,1.9,0.31,5.9,Shopping,en,False,False
shopwinedirect.com,224299,224299,2.8,0.12,1.6,Shopping,en,False,False
ctrl-mod.com,224428,224428,2.2,0.2,3.4,Shopping,en,False,False
kitchensource.com,224439,224439,2.5,0.15,2.2,Shopping,en,False,False
caponethedog.com,224487,224487,1.6,0.59,13.0,Shopping,en,False,False
thesporthi.com,224504,224504,2.8,0.12,1.6,Shopping,en,False,False
pharmacydirect.co.nz,224577,224577,2.3,0.19,3.0,Shopping,en,False,False
furnod.com,224599,224599,2.0,0.18,3.0,Shopping,en,True,False
amway.com.tr,224617,224617,1.8,0.39,8.0,Shopping,en,False,False
alakazam.co.uk,224628,224628,2.2,0.22,3.7,Shopping,en,False,False
jettools.com,224638,224638,2.3,0.18,2.9,Shopping,en,False,False
thehipstore.co.uk,224703,224703,2.3,0.19,3.1,Shopping,en,False,False
growell.co.uk,224738,224738,2.2,0.22,3.7,Shopping,en,False,False
hercrentals.com,224752,224752,2.2,0.21,3.4,Shopping,en,False,False
networkonair.com,224786,224786,2.0,0.29,5.4,Shopping,en,False,False
carasutra.com,224792,224792,2.9,0.12,1.5,Shopping,en,False,False
malborokane.com,224821,224821,3.3,0.1,1.1,Shopping,en,False,False
fruugo.co.za,224841,224841,2.8,0.13,1.7,Shopping,en,False,False
pavers.co.uk,224907,224907,2.2,0.2,3.3,Shopping,en,True,False
furtadosonline.com,224936,224936,2.1,0.23,4.1,Shopping,en,False,False
nycewheels.com,225005,225005,1.9,0.3,5.7,Shopping,en,False,False
getjackblack.com,225014,225014,2.2,0.2,3.2,Shopping,en,False,False
houseandhome.co.za,225025,225025,1.9,0.33,6.4,Shopping,en,False,False
skins.net,225054,225054,2.2,0.21,3.5,Shopping,en,False,False
westmusic.com,225065,225065,2.3,0.18,2.9,Shopping,en,False,False
atlanticcigar.com,225076,225076,1.7,0.43,9.2,Shopping,en,True,False
pothi.com,225091,225091,2.6,0.14,2.0,Shopping,en,False,False
burtsbeesbaby.com,225112,225112,2.0,0.28,5.3,Shopping,en,False,False
ssegold.com,225122,225122,2.3,0.18,2.8,Shopping,en,False,False
wargamevault.com,225168,225168,2.1,0.24,4.3,Shopping,en,False,False
divegearexpress.com,225194,225194,2.1,0.24,4.1,Shopping,en,False,False
outletmoto.com,225219,225219,2.1,0.22,3.7,Shopping,en,False,False
golfbox.com.au,225235,225235,1.9,0.29,5.4,Shopping,en,False,False
mardel.com,225245,225245,2.3,0.19,3.1,Shopping,en,False,False
naturesbest.co.uk,225269,225269,2.4,0.17,2.7,Shopping,en,False,False
coleman.eu,225304,225304,2.0,0.25,4.6,Shopping,en,False,False
harrypotterplatform934.com,225313,225313,2.2,0.2,3.3,Shopping,en,False,False
namenecklace.com,225336,225336,2.2,0.2,3.0,Shopping,en,True,True
bandaionline.com,225356,225356,2.4,0.16,2.4,Shopping,en,False,False
normansrareguitars.com,225407,225407,2.0,0.27,4.9,Shopping,en,False,False
stoneandstrand.com,225415,225415,2.3,0.18,3.0,Shopping,en,False,False
tribebyamrapali.com,225417,225417,1.8,0.36,7.2,Shopping,en,False,False
waterliberty.com,225425,225425,3.0,0.11,1.3,Shopping,en,True,False
planet-undies.com,225428,225428,2.0,0.26,4.6,Shopping,en,False,False
openchinacart.com,225448,225448,3.1,0.11,1.3,Shopping,en,False,False
mygiftstop.com,225453,225453,2.0,0.27,5.1,Shopping,en,False,False
kungfu4less.com,225465,225465,1.7,0.49,11.0,Shopping,en,False,False
brio4life.com,225491,225491,2.6,0.14,1.9,Shopping,en,False,False
mohawkflooring.com,225522,225522,2.3,0.18,2.8,Shopping,en,False,False
bagalier.com,225538,225538,2.3,0.18,3.0,Shopping,en,False,False
bullcityflavors.com,225548,225548,1.9,0.33,6.4,Shopping,en,False,False
buceplant.com,225565,225565,2.0,0.27,5.1,Shopping,en,False,False
grafs.com,225593,225593,2.1,0.24,4.2,Shopping,en,False,False
drleonards.com,225631,225631,2.3,0.19,3.1,Shopping,en,False,False
toolup.com,225660,225660,2.9,0.11,1.4,Shopping,en,False,False
absinthes.com,225751,225751,2.0,0.25,4.4,Shopping,en,False,False
fendercustomshop.com,225761,225761,2.2,0.2,3.4,Shopping,en,False,False
fabspeed.com,225776,225776,1.9,0.32,6.4,Shopping,en,False,False
lingeriediva.com,225778,225778,2.3,0.19,3.1,Shopping,en,False,False
churchsource.com,225793,225793,2.5,0.15,2.2,Shopping,en,False,False
guardianbookshop.com,225804,225804,2.7,0.13,1.8,Shopping,en,False,False
alegriashoeshop.com,225902,225902,1.8,0.38,8.0,Shopping,en,False,False
alessi.com,225903,225903,2.2,0.2,3.4,Shopping,en,False,False
sarasavi.lk,225986,225986,2.7,0.13,1.9,Shopping,en,False,False
minelab.com,226024,226024,2.3,0.19,3.0,Shopping,en,False,False
electrodragon.com,226067,226067,2.6,0.14,1.9,Shopping,en,False,False
gurneys.com,226092,226092,2.3,0.19,3.1,Shopping,en,False,False
forestry-suppliers.com,226157,226157,2.5,0.15,2.2,Shopping,en,False,False
vvividshop.com,226165,226165,2.0,0.24,4.4,Shopping,en,False,False
mixunit.com,226198,226198,3.43,0.34,3.679,Shopping,en,False,False
couchbed.com,226199,226199,2.7,0.13,1.8,Shopping,en,False,False
clothingshoponline.com,226235,226235,2.3,0.17,2.8,Shopping,en,False,False
proimporttuners.com,226257,226257,2.2,0.21,3.7,Shopping,en,False,False
ripstopbytheroll.com,226324,226324,2.0,0.27,5.0,Shopping,en,False,False
vitalydesign.com,226335,226335,2.2,0.19,3.1,Shopping,en,False,False
copicmarker.com,226371,226371,2.1,0.22,3.7,Shopping,en,False,False
grandwesternsteaks.com,226382,226382,2.1,0.22,3.7,Shopping,en,True,False
playtech.co.nz,226387,226387,2.3,0.18,2.9,Shopping,en,False,False
lax.com,226393,226393,2.3,0.18,2.9,Shopping,en,False,False
crazybaby.com,226420,226420,2.3,0.17,2.7,Shopping,en,False,False
nextbase.com,226442,226442,2.3,0.18,2.8,Shopping,en,False,False
rha-audio.com,226469,226469,2.9,0.11,1.4,Shopping,en,False,False
getoutsideshoes.com,226490,226490,2.3,0.18,2.9,Shopping,en,False,False
