www.amazon.com,Shopping
www.netflix.com,Entertainment,TV/Video Streams
www.ebay.com,Auctions
www.amazon.co.uk,Shopping
www.walmart.com,Shopping
www.etsy.com,Shopping
store.steampowered.com,Shopping,Games
www.ikea.com,Shopping
www.bestbuy.com,Shopping
www.homedepot.com,Shopping
www.target.com,Shopping
www.cambridge.org,Education
www.nike.com,Shopping
www.wiley.com,Education
www.hm.com,Shopping
newegg.com,Technology/Internet,Shopping
www.groupon.com,Shopping
www.lowes.com,Shopping
www.nordstrom.com,Shopping
www.macys.com,Shopping
costco.com,Shopping
www.wayfair.com,Shopping
www.bhphotovideo.com,Technology/Internet,Shopping
www.ticketmaster.com,Shopping
www.humblebundle.com,Charitable Organizations,Shopping,Games
www.bodybuilding.com,Sports/Recreation,Health
www.iherb.com,Shopping
www.cargurus.com,Vehicles
www.kohls.com,Shopping
www.redbubble.com,Shopping
www.oup.com,Education
www.zappos.com,Shopping
www.gap.com,Shopping
www.sky.com,Entertainment,Technology/Internet
www.overstock.com,Shopping
www.ifixit.com,Technology/Internet
www.gamestop.com,Shopping
www.autotrader.com,Vehicles
www.bedbathandbeyond.com,Shopping
www.sephora.com,Shopping
www.walgreens.com,Health,Shopping
www.forever21.com,Shopping
www.cars.com,Vehicles
www.yoox.com,Shopping
www.directv.com,Business/Economy
www.urbanoutfitters.com,Shopping
www.barnesandnoble.com,Shopping
www.staples.com,Shopping
www.sears.com,Shopping
www.jcpenney.com,Shopping
www.legacy.com,Reference
www.6pm.com,Shopping
www.samsclub.com,Shopping
www.sweetwater.com,Shopping
www.dickssportinggoods.com,Sports/Recreation,Shopping
www.cvs.com,Health
www.shutterfly.com,Media Sharing
www.trademe.co.nz,Auctions,Shopping
www.mango.com,Shopping
www.rei.com,Shopping
www.rakuten.com,Shopping
www.victoriassecret.com,Intimate Apparel/Swimsuit,Shopping
www.sony.com,Technology/Internet
www.officedepot.com,Shopping
www.jcrew.com,Shopping
www.net-a-porter.com,Shopping
www.carmax.com,Vehicles
dx.com,Shopping
www.ulta.com,Shopping
www.ae.com,Shopping
www.qvc.com,Shopping
www.funimation.com,Entertainment,Mixed Content/Potentially Adult
www.mapsofindia.com,Reference,Government/Legal
www.blu-ray.com,Entertainment,Shopping
www.neimanmarcus.com,Shopping
www.cabelas.com,Shopping
www.siriusxm.com,Technology/Internet
www.marksandspencer.com,Shopping
www.frys.com,Technology/Internet,Shopping
www.harborfreight.com,Shopping
www.carid.com,Vehicles
anthropologie.com,Shopping
www1.bloomingdales.com,Shopping
www.abebooks.com,Shopping
www.underarmour.com,Shopping
www.copart.com,Vehicles
www.crateandbarrel.com,Shopping
dsw.com,Shopping
www.musiciansfriend.com,Entertainment,Shopping
www.adorama.com,Shopping
www.saksfifthavenue.com,Shopping
www.autotrader.ca,Vehicles
www.revolve.com,Reference
www.rockauto.com,Vehicles
www.backcountry.com,Shopping
